"","DateTime","Date","Time","CIB-Salinity","CIE-Salinity","FBB-Salinity","FBE-Salinity","PGE-Salinity","SKB-Salinity","SKE-Salinity","WBB-Salinity","CI-Tide","FB-Tide","PG-Tide","SK-Tide","WB-Tide"
"758","2016-06-24 15:10:00",2016-06-24,"15:10:00",20.7,18,28.8,30.1,22.8,14.3,30.1,26.4,-1.243695,-0.391287,-0.498273,-0.84624,7.095586
"759","2016-06-24 15:20:00",2016-06-24,"15:20:00",NA,18,28.7,30.2,22.7,14.7,30.4,26.4,-1.241432,-0.215203,-0.269789,-0.636812,7.399531
"760","2016-06-24 15:30:00",2016-06-24,"15:30:00",NA,17.5,29,30,22.9,14.9,30.3,26.4,-1.186573,-0.024199,-0.009315,-0.387222,7.689057
"761","2016-06-24 15:40:00",2016-06-24,"15:40:00",NA,16.1,29,29.9,23.1,15,30.3,26.4,-1.078578,0.180774,0.280517,-0.098912,7.963649
"762","2016-06-24 15:50:00",2016-06-24,"15:50:00",NA,14.4,28.7,29.7,22.9,15.1,30.6,26.4,-0.918434,0.398783,0.596679,0.225146,8.222534
"763","2016-06-24 16:00:00",2016-06-24,"16:00:00",20.5,13.7,28.8,29.5,23.1,15.1,30.9,26.5,-0.706843,0.628923,0.937588,0.582081,8.464712
"764","2016-06-24 16:10:00",2016-06-24,"16:10:00",22.1,NA,NA,29.8,23.1,15.1,31,26.6,-0.446286,0.870309,1.300019,0.968815,8.688992
"765","2016-06-24 16:20:00",2016-06-24,"16:20:00",22.5,NA,NA,30.2,23.1,15.2,31,26.6,-0.138207,1.122079,1.680564,1.382136,8.894067
"766","2016-06-24 16:30:00",2016-06-24,"16:30:00",22.6,NA,29.2,30.3,23.1,15.2,31.1,26.7,0.213643,1.383386,2.077723,1.818031,9.078577
"767","2016-06-24 16:40:00",2016-06-24,"16:40:00",23.2,NA,29.2,30.5,23.1,15.1,31.1,26.7,0.607299,1.653396,2.48816,2.274628,9.241184
"768","2016-06-24 16:50:00",2016-06-24,"16:50:00",23.1,NA,29.2,30.9,23,15.1,31.2,26.7,1.038058,1.931274,2.908522,2.747969,9.38063
"769","2016-06-24 17:00:00",2016-06-24,"17:00:00",23.1,NA,29.2,30.2,22.9,15.1,31.1,26.7,1.5037,2.216179,3.33764,3.23486,9.495783
"770","2016-06-24 17:10:00",2016-06-24,"17:10:00",23.2,NA,29.2,30.2,23,15.1,31.2,26.8,1.998928,2.507251,3.771643,3.732211,9.585679
"771","2016-06-24 17:20:00",2016-06-24,"17:20:00",23.4,NA,29.3,30.1,23.1,15.1,31.1,26.8,2.521527,2.803604,4.209611,4.237047,9.649531
"772","2016-06-24 17:30:00",2016-06-24,"17:30:00",23.8,NA,29.2,30.2,23.1,15.1,31,26.7,3.06594,3.104311,4.64857,4.745686,9.686747
"773","2016-06-24 17:40:00",2016-06-24,"17:40:00",23.7,NA,29.1,30.1,23.1,15.1,31.1,26.8,3.630161,3.408401,5.085632,5.257067,9.696924
"774","2016-06-24 17:50:00",2016-06-24,"17:50:00",23.7,NA,29.3,30,23.3,15.1,31,26.8,4.208638,3.714846,5.520154,5.767747,9.679854
"775","2016-06-24 18:00:00",2016-06-24,"18:00:00",23.8,NA,29.3,30.2,23.3,15.1,31,26.8,4.79969,4.022556,5.949383,6.27521,9.635525
"776","2016-06-24 18:10:00",2016-06-24,"18:10:00",23.9,NA,29.5,30.2,23.2,15.1,31,26.9,5.397939,4.330378,6.370653,6.777021,9.564129
"777","2016-06-24 18:20:00",2016-06-24,"18:20:00",23.9,NA,29.5,30.2,23.3,15,31,26.9,6.002052,4.637091,6.783421,7.270809,9.466086
"778","2016-06-24 18:30:00",2016-06-24,"18:30:00",23.9,NA,29.5,30.2,23.5,15,31,26.9,6.606891,4.941409,7.185075,7.754254,9.342064
"779","2016-06-24 18:40:00",2016-06-24,"18:40:00",24,NA,29.5,30.2,23.4,15,31,26.9,7.211414,5.241983,7.573108,8.224317,9.193015
"780","2016-06-24 18:50:00",2016-06-24,"18:50:00",24,NA,29.5,30.4,23.5,14.9,31,26.9,7.81072,5.537409,7.946956,8.680289,9.020203
"781","2016-06-24 19:00:00",2016-06-24,"19:00:00",22.6,NA,29.5,30.4,23.6,14.9,31,26.9,8.403951,5.826239,8.303587,9.119181,8.82523
"782","2016-06-24 19:10:00",2016-06-24,"19:10:00",22.4,NA,29.5,30.3,23.6,14.9,31,26.8,8.986406,6.106992,8.642433,9.53883,8.610053
"783","2016-06-24 19:20:00",2016-06-24,"19:20:00",21.7,NA,29.6,30.2,23.5,14.9,30.8,26.8,9.557298,6.378167,8.961217,9.937137,8.376971
"784","2016-06-24 19:30:00",2016-06-24,"19:30:00",21.9,NA,29.5,30.3,23.5,14.8,30.8,26.8,10.112099,6.638264,9.257896,10.312092,8.1286
"785","2016-06-24 19:40:00",2016-06-24,"19:40:00",22.4,NA,29.7,30.4,23.6,14.7,30.8,26.8,10.650014,6.885802,9.532011,10.661254,7.867816
"786","2016-06-24 19:50:00",2016-06-24,"19:50:00",22.9,NA,29.8,30.5,23.6,14.7,30.8,26.8,11.166708,7.119337,9.781765,10.984022,7.597672
"787","2016-06-24 2:00:00",2016-06-24,"2:00:00",22.6,19,29.4,30.1,22.6,15.3,31.3,26.6,7.895568,5.542495,5.870401,6.692274,8.50109
"788","2016-06-24 2:10:00",2016-06-24,"2:10:00",22.8,19,29.4,30.2,22.6,15.1,31.1,26.6,7.612623,5.518978,5.817031,6.595172,8.759722
"789","2016-06-24 2:20:00",2016-06-24,"2:20:00",22.8,19,29.3,30.1,22.7,15,31.1,26.6,7.355746,5.503308,5.783718,6.521243,8.999263
"790","2016-06-24 2:30:00",2016-06-24,"2:30:00",22.5,19,29.4,30.2,22.7,14.9,31,26.7,7.127407,5.495028,5.770091,6.470745,9.219935
"791","2016-06-24 2:40:00",2016-06-24,"2:40:00",22.6,19,29.4,30.1,22.6,14.9,31,26.6,6.929685,5.493667,5.775584,6.443356,9.422044
"792","2016-06-24 2:50:00",2016-06-24,"2:50:00",22.8,19,29.4,30.1,22.6,14.9,31,26.6,6.764468,5.498749,5.799337,6.438799,9.605842
"793","2016-06-24 20:00:00",2016-06-24,"20:00:00",22.9,NA,29.9,30.8,23.6,14.7,30.8,26.8,11.661361,7.337487,10.005706,11.278247,7.321301
"794","2016-06-24 20:10:00",2016-06-24,"20:10:00",22.5,NA,29.9,30.6,23.6,14.7,30.8,26.8,12.129913,7.538954,10.203678,11.542587,7.041791
"795","2016-06-24 20:20:00",2016-06-24,"20:20:00",22.8,NA,29.8,30.6,23.6,14.7,30.8,26.7,12.57157,7.722544,10.374618,11.775945,6.76207
"796","2016-06-24 20:30:00",2016-06-24,"20:30:00",22.9,NA,29.8,30.5,23.6,14.7,30.8,26.7,12.98269,7.887187,10.517881,11.977499,6.484788
"797","2016-06-24 20:40:00",2016-06-24,"20:40:00",22.8,NA,29.7,30.5,23.5,14.6,30.6,26.7,13.362605,8.031961,10.633756,12.146462,6.212219
"798","2016-06-24 20:50:00",2016-06-24,"20:50:00",22.8,NA,29.7,30.5,23.6,14.5,30.4,26.6,13.708271,8.156111,10.722043,12.283147,5.946197
"799","2016-06-24 21:00:00",2016-06-24,"21:00:00",22.5,NA,29.7,30.5,23.7,14.4,30.3,26.6,14.019274,8.259058,10.782961,12.387308,5.688082
"800","2016-06-24 21:10:00",2016-06-24,"21:10:00",21.6,NA,29.7,30.5,23.7,14.3,30.2,26.5,14.293335,8.340419,10.81723,12.459288,5.438779
"801","2016-06-24 21:20:00",2016-06-24,"21:20:00",21.7,NA,29.8,30.5,23.7,14.1,30.1,26.5,14.53041,8.400018,10.825485,12.4997,5.198798
"802","2016-06-24 21:30:00",2016-06-24,"21:30:00",21.8,NA,29.7,30.6,23.7,14.1,30,26.4,14.729111,8.437885,10.810061,12.509444,4.968354
"803","2016-06-24 21:40:00",2016-06-24,"21:40:00",20.8,NA,29.8,30.6,23.7,14.1,30,26.4,14.889825,8.454268,10.772694,12.491572,4.747508
"804","2016-06-24 21:50:00",2016-06-24,"21:50:00",21,NA,29.8,30.6,23.7,14,30,26.4,15.0121,8.449627,10.714273,12.448113,4.536326
"805","2016-06-24 22:00:00",2016-06-24,"22:00:00",22.1,NA,29.8,30.5,23.7,14,29.8,26.4,15.096748,8.424632,10.636073,12.380371,4.335045
"806","2016-06-24 22:10:00",2016-06-24,"22:10:00",21.2,NA,29.7,30.5,23.7,14,29.8,26.4,15.144208,8.380154,10.539134,12.28935,4.144234
"807","2016-06-24 22:20:00",2016-06-24,"22:20:00",22.4,NA,29.8,30.6,23.8,14.1,29.7,26.4,15.155583,8.317252,10.424389,12.176645,3.964921
"808","2016-06-24 22:30:00",2016-06-24,"22:30:00",22.1,NA,29.8,30.6,23.8,14,29.5,26.4,15.130213,8.237159,10.293368,12.043423,3.79869
"809","2016-06-24 22:40:00",2016-06-24,"22:40:00",22.3,NA,29.8,30.6,23.8,14,29.5,26.4,15.068675,8.141264,10.146766,11.890717,3.64771
"810","2016-06-24 22:50:00",2016-06-24,"22:50:00",22.1,NA,29.8,30.7,23.7,13.9,29.5,26.4,14.972624,8.031089,9.986193,11.720348,3.514714
"811","2016-06-24 23:00:00",2016-06-24,"23:00:00",22.4,NA,29.9,30.7,23.7,13.9,29.5,26.4,14.84358,7.908266,9.812211,11.533018,3.402905
"812","2016-06-24 23:10:00",2016-06-24,"23:10:00",21.7,NA,29.8,30.6,23.7,13.9,29.5,26.4,14.683817,7.774516,9.626496,11.330627,3.315812
"813","2016-06-24 23:20:00",2016-06-24,"23:20:00",22,NA,29.9,30.6,23.8,13.9,29.4,26.4,14.495013,7.631614,9.429854,11.114118,3.257084
"814","2016-06-24 23:30:00",2016-06-24,"23:30:00",22,NA,29.8,30.6,23.8,13.9,29.3,26.3,14.279041,7.481373,9.223033,10.884332,3.23026
"815","2016-06-24 23:40:00",2016-06-24,"23:40:00",21.9,NA,29.8,30.7,23.8,13.9,29.3,26.4,14.037756,7.325609,9.007871,10.643317,3.238515
"816","2016-06-24 23:50:00",2016-06-24,"23:50:00",21.9,NA,29.8,30.8,23.8,13.9,29.3,26.3,13.772521,7.166116,8.784838,10.391548,3.28441
"817","2016-06-24 3:00:00",2016-06-24,"3:00:00",22.8,19.1,29.5,30,22.6,14.9,31,26.7,6.632352,5.509804,5.840371,6.457815,9.771428
"818","2016-06-24 3:10:00",2016-06-24,"3:10:00",22.8,19.1,29.4,30.1,22.7,14.8,31,26.7,6.534299,5.526373,5.897298,6.499723,9.918681
"819","2016-06-24 3:20:00",2016-06-24,"3:20:00",22.8,19,29.5,30.1,22.8,14.7,31,26.9,6.470452,5.548015,5.968891,6.563109,10.047227
"820","2016-06-24 3:30:00",2016-06-24,"3:30:00",22.9,19,29.5,30.1,22.8,14.7,30.8,26.9,6.44045,5.574305,6.053395,6.645999,10.156451
"821","2016-06-24 3:40:00",2016-06-24,"3:40:00",22.9,19,29.5,30.1,22.8,14.6,30.8,27,6.444613,5.604836,6.149329,6.746541,10.245525
"822","2016-06-24 3:50:00",2016-06-24,"3:50:00",23.1,19.1,29.4,30.1,22.8,14.6,30.7,27,6.486491,5.639214,6.25526,6.862678,10.313469
"823","2016-06-24 4:00:00",2016-06-24,"4:00:00",23.1,19,29.3,30.5,22.9,14.5,30.6,27.1,6.564385,5.677054,6.36923,6.992516,10.359213
"824","2016-06-24 4:10:00",2016-06-24,"4:10:00",23.1,19,29.3,30.5,22.8,14.5,30.5,27.1,6.675997,5.717971,6.490035,7.133514,10.381667
"825","2016-06-24 4:20:00",2016-06-24,"4:20:00",23.3,19.2,29.3,30.5,22.9,14.5,30.5,27.2,6.818333,5.761573,6.615762,7.283783,10.37979
"826","2016-06-24 4:30:00",2016-06-24,"4:30:00",23.2,19.2,29,30.4,22.8,14.5,30.5,27.2,6.987948,5.807448,6.745157,7.441302,10.352636
"827","2016-06-24 4:40:00",2016-06-24,"4:40:00",23.2,19.1,29.1,30.5,23.1,14.5,30.5,27.2,7.182096,5.855157,6.877067,7.604139,10.299403
"828","2016-06-24 4:50:00",2016-06-24,"4:50:00",23.1,19.1,29.2,30.5,22.9,14.5,30.5,27.2,7.397145,5.904222,7.00976,7.770733,10.21945
"829","2016-06-24 5:00:00",2016-06-24,"5:00:00",23.2,19.4,29.2,30.6,22.9,14.5,30.5,27.2,7.629329,5.954116,7.142436,7.938811,10.11232
"830","2016-06-24 5:10:00",2016-06-24,"5:10:00",23.1,19.4,29.2,30.7,23.1,14.5,30.5,27.2,7.876107,6.00425,7.273479,8.106999,9.977735
"831","2016-06-24 5:20:00",2016-06-24,"5:20:00",23.3,19.5,29.2,30.5,23,14.5,30.4,26.8,8.133919,6.053971,7.401963,8.27373,9.815604
"832","2016-06-24 5:30:00",2016-06-24,"5:30:00",23.4,19.3,29.2,30.5,23.1,14.5,30.4,26.9,8.399278,6.102554,7.526964,8.437754,9.626026
"833","2016-06-24 5:40:00",2016-06-24,"5:40:00",23.4,19.3,29.2,30.6,23.1,14.6,30.4,26.9,8.670166,6.149192,7.646943,8.597056,9.409293
"834","2016-06-24 5:50:00",2016-06-24,"5:50:00",23.3,19.5,29.4,30.6,23.1,14.7,30.5,26.9,8.943421,6.193005,7.761152,8.750426,9.165911
"835","2016-06-24 6:00:00",2016-06-24,"6:00:00",23.3,19.4,29.3,30.6,23,14.8,30.3,27,9.216008,6.233032,7.868045,8.896369,8.896623
"836","2016-06-24 6:10:00",2016-06-24,"6:10:00",23.3,19.1,29.3,30.7,23.1,14.9,30.3,26.9,9.486339,6.268242,7.966617,9.033357,8.602439
"837","2016-06-24 6:20:00",2016-06-24,"6:20:00",23.3,19,29.3,30.6,23.1,14.9,30.3,26.9,9.751567,6.297537,8.055772,9.160016,8.284672
"838","2016-06-24 6:30:00",2016-06-24,"6:30:00",23.8,19,29.4,30.5,23.1,14.9,30.3,26.9,10.008921,6.319767,8.133955,9.274318,7.94497
"839","2016-06-24 6:40:00",2016-06-24,"6:40:00",23.7,19,29.6,30.6,23.1,14.9,30.2,26.4,10.256888,6.333737,8.200143,9.374825,7.585335
"840","2016-06-24 6:50:00",2016-06-24,"6:50:00",23.8,18.8,29.6,30.5,23.1,14.9,30.2,26.8,10.492656,6.338231,8.252847,9.459862,7.208129
"841","2016-06-24 7:00:00",2016-06-24,"7:00:00",23.7,18.9,29.5,30.6,23.1,14.9,30.2,26.8,10.713785,6.332027,8.29094,9.52785,6.816059
"842","2016-06-24 7:10:00",2016-06-24,"7:10:00",23.8,19,29.2,30.7,23.1,14.9,30.2,26.7,10.917449,6.313917,8.313255,9.576929,6.412131
"843","2016-06-24 7:20:00",2016-06-24,"7:20:00",23.8,19,29.2,30.7,23.1,14.9,30.2,26.6,11.101738,6.282732,8.318586,9.605656,5.999588
"844","2016-06-24 7:30:00",2016-06-24,"7:30:00",24,19,29.2,30.7,23.1,14.8,30.2,26.5,11.263669,6.237365,8.305072,9.612597,5.58181
"845","2016-06-24 7:40:00",2016-06-24,"7:40:00",24,19,29.2,30.8,23.1,14.8,30.2,26.5,11.400369,6.176795,8.27142,9.597443,5.162207
"846","2016-06-24 7:50:00",2016-06-24,"7:50:00",24,18.8,29.2,30.7,23.1,14.8,30.2,26.4,11.509626,6.100111,8.216896,9.559664,4.744096
"847","2016-06-24 8:00:00",2016-06-24,"8:00:00",23.7,18.9,29.2,30.7,23.1,14.8,30.2,26.4,11.588588,6.006537,8.140961,9.498446,4.330583
"848","2016-06-24 8:10:00",2016-06-24,"8:10:00",23.8,19,29.1,30.8,22.9,14.8,30.2,26.2,11.634711,5.895457,8.043283,9.413017,3.924448
"849","2016-06-24 8:20:00",2016-06-24,"8:20:00",23.7,18.9,29.2,30.7,23,14.8,30.2,26.2,11.646033,5.766427,7.923526,9.303289,3.528067
"850","2016-06-24 8:30:00",2016-06-24,"8:30:00",23.8,18.8,29.2,30.8,23,14.8,30.3,26,11.627783,5.619205,7.782196,9.168995,3.143356
"851","2016-06-24 8:40:00",2016-06-24,"8:40:00",23.8,18.8,29.1,30.6,23,14.8,30.2,26,11.582196,5.453757,7.619425,9.010231,2.771767
"852","2016-06-24 8:50:00",2016-06-24,"8:50:00",23.9,18.8,29.2,30.5,23,14.8,30.3,25.9,11.50844,5.270272,7.435733,8.82733,2.414319
"853","2016-06-24 9:00:00",2016-06-24,"9:00:00",23.6,18.8,29.2,30.5,23,14.8,30.3,25.7,11.405734,5.069173,7.23147,8.620851,2.071682
"854","2016-06-24 9:10:00",2016-06-24,"9:10:00",23.6,18.6,29.2,30.6,23,14.9,30.4,25.7,11.273377,4.851116,7.008199,8.391559,1.744291
"855","2016-06-24 9:20:00",2016-06-24,"9:20:00",23.8,18.6,29.2,30.5,23.2,14.9,30.4,25.9,11.111655,4.616995,6.766614,8.140407,1.432502
"856","2016-06-24 9:30:00",2016-06-24,"9:30:00",23.8,18.6,29.3,30.5,23.2,14.9,30.5,26,10.920496,4.367931,6.507856,7.868028,1.136745
"857","2016-06-24 9:40:00",2016-06-24,"9:40:00",23.7,18.4,29.3,30.7,23.1,14.9,30.5,26,10.699922,4.105271,6.233163,7.576602,0.857693
"858","2016-06-24 9:50:00",2016-06-24,"9:50:00",23.6,18.4,29.2,30.6,23.1,14.9,30.5,NA,10.451369,3.830565,5.943349,7.267043,0.596401
"859","2016-06-25 0:10:00",2016-06-25,"0:10:00",21.9,NA,29.7,30.7,23.9,13.9,29.3,26.4,13.179664,6.842879,8.321801,9.863397,3.495013
"860","2016-06-25 0:20:00",2016-06-25,"0:20:00",21.9,NA,29.7,30.6,23.9,13.8,29.3,26.4,12.855179,6.682407,8.084631,9.589079,3.660015
"861","2016-06-25 0:30:00",2016-06-25,"0:30:00",21.9,NA,29.7,30.5,23.9,13.9,29.3,26.4,12.514394,6.524711,7.845621,9.310864,3.863077
"862","2016-06-25 0:40:00",2016-06-25,"0:40:00",21.9,NA,28.7,30.5,23.9,13.9,29.3,26.4,12.159168,6.37115,7.606046,9.029571,4.10145
"863","2016-06-25 0:50:00",2016-06-25,"0:50:00",22,NA,29.7,30.5,23.9,13.9,29.2,26.4,11.790815,6.222945,7.368499,8.748053,4.371333
"864","2016-06-25 1:00:00",2016-06-25,"1:00:00",22.1,NA,29.5,30.5,23.8,13.9,29.2,26.4,11.412648,6.081168,7.134059,8.467843,4.668049
"865","2016-06-25 1:10:00",2016-06-25,"1:10:00",22.1,NA,29.6,30.5,23.8,13.8,29.2,26.4,11.02626,5.946742,6.905462,8.19059,4.986265
"866","2016-06-25 1:20:00",2016-06-25,"1:20:00",22.1,NA,29.6,30.5,23.8,13.8,29.2,26.5,10.634022,5.820434,6.684292,7.919449,5.320246
"867","2016-06-25 1:30:00",2016-06-25,"1:30:00",21.9,NA,29.5,30.5,23.9,13.8,29.2,26.4,10.238487,5.702856,6.472188,7.655762,5.664133
"868","2016-06-25 1:40:00",2016-06-25,"1:40:00",22.2,NA,29.6,30.5,23.8,13.8,29.2,26.4,9.841717,5.594471,6.27182,7.402709,6.012206
"869","2016-06-25 1:50:00",2016-06-25,"1:50:00",21.9,NA,29.6,30.5,23.8,13.8,29.2,26.4,9.447963,5.495598,6.084394,7.162088,6.359127
"870","2016-06-25 10:00:00",2016-06-25,"10:00:00",22.5,NA,29.5,30.5,24,13.4,28.9,26.2,10.800194,4.679201,6.8088,8.123234,1.848811
"871","2016-06-25 10:10:00",2016-06-25,"10:10:00",22.1,NA,29.2,30.4,24.2,13.4,28.7,26.2,10.661824,4.476416,6.593861,7.900338,1.575038
"872","2016-06-25 10:20:00",2016-06-25,"10:20:00",22.4,NA,29,30.5,24,13.4,28.7,26.4,10.494911,4.260491,6.363065,7.657762,1.316472
"873","2016-06-25 10:30:00",2016-06-25,"10:30:00",22.3,NA,29.2,30.5,24,13.4,28.7,25.9,10.300477,4.032699,6.117643,7.397124,1.073486
"874","2016-06-25 10:40:00",2016-06-25,"10:40:00",22.6,NA,29.2,30.5,24.1,13.3,28.6,NA,10.078994,3.794491,5.858895,7.119785,0.846851
"875","2016-06-25 10:50:00",2016-06-25,"10:50:00",22.4,NA,29.2,30.4,24.1,13.3,28.6,NA,9.831446,3.547483,5.588165,6.827691,0.637854
"876","2016-06-25 11:00:00",2016-06-25,"11:00:00",22.4,NA,29.1,30.2,24,13.3,28.5,NA,9.55904,3.29343,5.306826,6.521334,0.448364
"877","2016-06-25 11:10:00",2016-06-25,"11:10:00",22.1,NA,29.5,30.4,24,13.3,28.6,NA,9.263174,3.034209,5.016276,6.202725,0.28084
"878","2016-06-25 11:20:00",2016-06-25,"11:20:00",22.1,NA,29.5,30.5,24,13.3,28.4,NA,8.945405,2.771791,4.717922,5.873414,0.138272
"879","2016-06-25 11:30:00",2016-06-25,"11:30:00",22.3,NA,29.5,30.5,24,13.3,28.5,NA,8.607414,2.508213,4.413193,5.534968,0.024067
"880","2016-06-25 11:40:00",2016-06-25,"11:40:00",22.4,NA,29.6,30.3,24,13.3,28.5,NA,8.250353,2.245553,4.103537,5.189566,-0.058133
"881","2016-06-25 11:50:00",2016-06-25,"11:50:00",22.1,NA,29.5,30.2,24,13.3,28.5,NA,7.877269,1.9859,3.790437,4.837635,-0.104665
"882","2016-06-25 12:00:00",2016-06-25,"12:00:00",22.4,NA,29.5,30.2,24,13.3,28.4,NA,7.489451,1.731325,3.475426,4.4814,-0.112096
"883","2016-06-25 12:10:00",2016-06-25,"12:10:00",22.3,NA,29.6,30.2,23.9,13.3,28.5,NA,7.088807,1.483857,3.159567,4.12255,-0.077476
"884","2016-06-25 12:20:00",2016-06-25,"12:20:00",22.3,NA,29.5,30.2,23.9,13.3,28.5,NA,6.677264,1.245452,2.8456,3.763453,0.00142
"885","2016-06-25 12:30:00",2016-06-25,"12:30:00",22.2,NA,29.5,30.1,23.8,13.2,28.4,NA,6.256773,1.017972,2.534763,3.404721,0.125888
"886","2016-06-25 12:40:00",2016-06-25,"12:40:00",22.3,NA,29.3,30,23.8,13.1,28.4,25.2,5.829313,0.803159,2.228932,3.048903,0.296139
"887","2016-06-25 12:50:00",2016-06-25,"12:50:00",22.3,NA,29.2,30.1,23.8,13,28.3,25.2,5.396909,0.60262,1.930093,2.698051,0.511209
"888","2016-06-25 13:00:00",2016-06-25,"13:00:00",21.9,NA,29.2,30.2,23.7,13,28.4,25.7,4.961648,0.417808,1.640342,2.354915,0.768949
"889","2016-06-25 13:10:00",2016-06-25,"13:10:00",22.1,NA,29.3,30.1,23.8,12.9,28.3,26,4.524965,0.250006,1.361879,2.020617,1.066088
"890","2016-06-25 13:20:00",2016-06-25,"13:20:00",22.1,NA,29.3,30,23.8,12.8,28.1,26.2,4.090617,0.100323,1.09699,1.69816,1.398361
"891","2016-06-25 13:30:00",2016-06-25,"13:30:00",21.9,NA,29.4,30,23.9,12.7,27.9,26.2,3.660271,-0.030318,0.848025,1.390059,1.76071
"892","2016-06-25 13:40:00",2016-06-25,"13:40:00",21.9,NA,29.3,30,23.8,12.6,27.6,26.2,3.236476,-0.141179,0.617363,1.098909,2.147522
"893","2016-06-25 13:50:00",2016-06-25,"13:50:00",21.9,NA,29.2,30,23.7,12.6,27.7,26.2,2.821928,-0.231708,0.407374,0.827795,2.552891
"894","2016-06-25 14:00:00",2016-06-25,"14:00:00",21.9,NA,29.2,30,23.6,12.3,27.5,26.2,2.419479,-0.301537,0.220377,0.578439,2.970897
"895","2016-06-25 14:10:00",2016-06-25,"14:10:00",21.8,NA,29.2,30,23.7,12.4,27.3,26.1,2.032118,-0.350468,0.058588,0.353933,3.395856
"896","2016-06-25 14:20:00",2016-06-25,"14:20:00",21.9,NA,29.2,30.1,23.7,12.1,27.4,26.1,1.66296,-0.378474,-0.075929,0.1568,3.822545
"897","2016-06-25 14:30:00",2016-06-25,"14:30:00",21.9,NA,28.9,30,23.6,12.1,27.2,26.1,1.315208,-0.385676,-0.181311,-0.010325,4.246372
"898","2016-06-25 14:40:00",2016-06-25,"14:40:00",21.9,NA,28.9,30,23.5,12.2,27.2,26.1,0.991592,-0.372337,-0.255945,-0.145832,4.663493
"899","2016-06-25 14:50:00",2016-06-25,"14:50:00",21.8,NA,28.8,30,22.4,12,27.2,26.2,0.696458,-0.338844,-0.298513,-0.247483,5.070863
"900","2016-06-25 15:00:00",2016-06-25,"15:00:00",21.8,NA,28.9,30,21.5,12.1,27,26.3,0.432428,-0.285691,-0.307986,-0.31365,5.466221
"901","2016-06-25 15:10:00",2016-06-25,"15:10:00",21.7,NA,28.9,30,21.2,12.1,27,26.3,0.202561,-0.213463,-0.282877,-0.343051,5.848025
"902","2016-06-25 15:20:00",2016-06-25,"15:20:00",21.7,NA,28.9,30,21.6,12.2,26.9,26.3,0.009724,-0.122821,-0.222439,-0.333929,6.215342
"903","2016-06-25 15:30:00",2016-06-25,"15:30:00",21.9,NA,28.9,29.9,21.2,12.3,27,26.3,-0.143481,-0.014484,-0.126831,-0.283333,6.567704
"904","2016-06-25 15:40:00",2016-06-25,"15:40:00",22.1,NA,28.8,29.8,21.2,12.4,27,26.4,-0.25478,0.110787,0.003146,-0.191048,6.904952
"905","2016-06-25 15:50:00",2016-06-25,"15:50:00",22.1,NA,28.9,29.9,20.8,12.5,27,26.4,-0.322287,0.252198,0.166973,-0.057511,7.227079
"906","2016-06-25 16:00:00",2016-06-25,"16:00:00",22.3,NA,28.9,29.9,21.7,12.5,27,26.4,-0.344557,0.408938,0.363144,0.116357,7.534091
"907","2016-06-25 16:10:00",2016-06-25,"16:10:00",22.3,NA,28.9,29.8,21.4,12.5,26.9,26.4,-0.319129,0.580188,0.590011,0.329171,7.82589
"908","2016-06-25 16:20:00",2016-06-25,"16:20:00",22.3,NA,28.7,29.8,21.1,12.5,26.9,26.4,-0.244074,0.765127,0.845192,0.579128,8.102195
"909","2016-06-25 16:30:00",2016-06-25,"16:30:00",22.4,NA,28.9,29.8,21,12.6,26.7,26.4,-0.119734,0.962941,1.127365,0.863562,8.362495
"910","2016-06-25 16:40:00",2016-06-25,"16:40:00",22.4,NA,29,29.9,22,12.6,26.9,26.5,0.053623,1.172821,1.433777,1.180919,8.606041
"911","2016-06-25 16:50:00",2016-06-25,"16:50:00",22.4,NA,28.7,30,23.7,12.7,27.2,26.7,0.274187,1.393969,1.76139,1.528033,8.831872
"912","2016-06-25 17:00:00",2016-06-25,"17:00:00",22.6,NA,28.9,30,23.6,12.8,27.2,26.7,0.540912,1.625591,2.108732,1.90199,9.038858
"913","2016-06-25 17:10:00",2016-06-25,"17:10:00",22.6,NA,28.9,30.9,23.7,12.8,27.4,26.7,0.851221,1.8669,2.472693,2.299763,9.225771
"914","2016-06-25 17:20:00",2016-06-25,"17:20:00",22.8,NA,28.7,30.1,23.7,12.8,27.4,26.7,1.201835,2.117104,2.850066,2.718266,9.391352
"915","2016-06-25 17:30:00",2016-06-25,"17:30:00",22.4,NA,29,30.1,23.8,12.8,27.5,26.8,1.590894,2.375407,3.239577,3.154416,9.534377
"916","2016-06-25 17:40:00",2016-06-25,"17:40:00",22.9,NA,29.2,30.1,23.7,12.8,27.6,26.8,2.013843,2.640994,3.638161,3.605171,9.653726
"917","2016-06-25 17:50:00",2016-06-25,"17:50:00",22.6,NA,29.1,30,23.8,12.8,27.5,26.8,2.468595,2.913028,4.043456,4.06757,9.74842
"918","2016-06-25 18:00:00",2016-06-25,"18:00:00",22.8,NA,29,30,23.9,12.8,27.5,26.9,2.950882,3.190638,4.452518,4.538754,9.81766
"919","2016-06-25 18:10:00",2016-06-25,"18:10:00",22.9,NA,29.1,30,23.9,12.8,27.5,26.9,3.456201,3.472915,4.864538,5.015982,9.860838
"920","2016-06-25 18:20:00",2016-06-25,"18:20:00",23.1,NA,29.1,30.1,24,12.9,27.5,26.9,3.982579,3.758901,5.276769,5.496632,9.877546
