"","2016-06-19","2016-06-20","2016-06-21","2016-06-22","2016-06-23","2016-06-24","2016-06-25","2016-06-26","2016-06-27","2016-06-28","2016-06-29","2016-06-30","2016-07-01","2016-07-02","2016-07-03","2016-07-04","2016-07-05","2016-07-06","2016-07-07","2016-07-08","2016-07-09","2016-07-10","2016-07-11","2016-07-12","2016-07-13","2016-07-14","2016-07-15","2016-07-16","2016-07-17","2016-07-18","2016-07-19"
"WBB.DO.var",0.780240851756024,1.24211066169848,0.886698200011786,0.851457037944172,0.325975466820054,0.201502853019092,0.313980961291717,0.330093130467516,0.576352545027279,1.04949591843804,1.039506442997,0.965367069046795,1.0747526681225,0.970263512388399,0.988611600555628,0.960185911741954,1.00294395069497,0.788029100547436,0.289683774161118,0.558855624928364,0.172948768235527,0.609084552837258,1.26523296221534,1.40548150686975,1.71059730328923,1.01339076636395,1.31039435713718,1.32318667292081,1.57641380161678,1.05522699111829,0.773507058733586
"SKE.DO.var",NA,NA,NA,0.833050653904799,2.89498957717763,2.04233641648605,0.947427537608825,0.687580615957865,1.48108681403987,1.17320857351621,1.68705789208171,1.41327534987424,1.29058835920071,1.84482175704448,1.45768897593548,0.184579921851007,0.632281993313154,0.807760768300507,2.23473665102623,2.89540530973383,1.44485069854058,2.38354873204758,2.31717786365926,2.285680427725,1.94029631905898,2.25651111623769,2.26439739837704,2.21975717546011,2.06921035712493,2.31805683823245,2.55250163782824
"SKB.DO.var",NA,NA,NA,1.34067628501097,3.05843589755007,1.84153341072171,2.67597165865101,2.26857041378241,2.20196256265189,2.40080001195343,2.83469718251991,2.77122099296955,1.97476748968503,2.65392548551629,2.57064908438254,1.38400478728516,0.997446973051506,1.10442929704621,2.52296654735902,2.59238346593371,1.96250608460716,3.2105056688669,3.2881813914133,2.30731005881734,3.09651528557743,2.52303407665995,2.99658183962696,1.44785622049999,2.28804585832521,2.46167739998761,2.72003545522199
"PGE.DO.var",1.72784102393962,1.99910137813654,1.96642925496756,2.75300747778668,1.35115972554458,3.39430215415336,3.74186338308407,3.50283349783977,4.00983138746642,3.78091753361977,3.7035676239536,3.50478302073211,3.02174709535093,1.43881294564685,1.73776687626025,1.65731364025474,1.89785865390678,3.23633250358883,1.97750484698676,2.73203113100594,3.60337800569598,3.56908171711255,3.44968685141999,3.11520312659415,3.58501084457086,3.05029396526444,2.8393092855982,2.30527789253993,1.88927274506029,1.11898065546595,NA
"PGB.DO.var",1.3560714297157,0.866888849237344,1.15852454776346,1.96687878345963,0.972293482227737,1.95503881224708,2.334947954636,2.67806596708473,3.34635863681595,2.87551234498225,2.88948741037331,3.04051917881925,2.09621043470915,2.15943590260895,1.73019570551578,1.59311208695787,1.85548397848817,3.03953617321043,2.29957400498656,1.93994795329452,2.89863350064468,3.28142112351114,3.23309300011666,3.10669966794041,3.26230402215023,3.04271762418393,2.49946645915351,2.6148703691613,2.55909512167999,1.93739815324016,NA
"CIE.DO.var",2.35146733926386,2.1004260100395,1.88451173145789,2.145538423098,1.36767431818155,0.607513655069839,1.50522009311419,1.65661737447585,2.36530336099235,2.46709872821862,2.27353095920156,1.88773206795954,1.96501870083008,2.06299603678,1.11989968234277,1.56042652738637,0.972605393029503,1.48371587172804,1.39061220492934,1.76254749818536,1.64357066291319,1.93454911897033,2.28491797428915,1.89517971143534,1.98366806479969,1.68894693998142,2.23888905099691,1.30309934806384,2.2779715200219,1.63565488056884,0.500117133098886
"CIB.DO.var",0.786654007506776,1.17072587718216,0.542898514101105,1.21571105394208,1.06242627451985,0.459369969169872,0.63564576991119,1.42374804928514,1.74466541256561,1.57326229463203,1.26408693250053,1.1854050095137,1.00639975919889,1.38490757697636,0.98736155458929,1.44970492741947,1.05860539914552,1.260623695918,1.07985881227336,1.37202955000936,1.26603682454053,1.67073084235145,1.60378114956479,1.57862935304646,1.48494533655777,0.842362290552587,1.47194457283155,0.860872361078395,1.58347190897399,0.861742498587397,0.742024117823987
"FBE.DO.var",3.29836918747534,2.50361967187404,3.4441895606923,2.88622847619013,2.68307085788052,3.19578058377904,4.26622130029599,5.0123044616053,4.94708529283109,5.07525448360703,4.86766034417944,5.31731793241356,4.69393468730763,4.65694126340786,3.91456035709195,3.45485881912719,1.30813961039328,NA,NA,NA,NA,NA,NA,NA,NA,1.9929027802626,2.72286028469619,3.06817659443662,2.62661385212669,2.9727423832362,3.82089544885583
"FBB.DO.var",2.54742638359684,2.12038052935612,2.1202768727205,2.63866991717957,1.87058235805238,3.03727222867701,3.15966145660428,3.52572370682367,3.61582295570577,3.8984645632347,3.68762002568624,3.34729323511852,3.3201555880286,3.10999384047832,3.11004670559548,2.31211379281913,2.8893156157719,2.33882255768327,1.5640985083772,1.67693734017962,2.31427305209583,3.48143408194648,3.2613507194129,3.96232435558786,4.18118006467052,3.99909077613807,3.65077535086531,3.28809919182293,3.53713969038002,2.86796267410987,2.57019785516288
"CIB.sal.var",0.585028902174001,0.459293844070079,0.498035819740682,0.499141356750576,0.694977318412048,0.429323087637169,0.554651254137642,0.75307190918642,0.195430050282813,0.0770440272122978,0.258075177356758,0.239445679870847,0.668370180483117,0.423824060218176,0.673869176779119,0.435446375711418,0.579010313302326,0.62902572880294,0.240972439707439,0.261089103174835,0.706360493754551,0.0437091061641807,0.132583933190809,0.167783879136789,0.0183154355671911,0.0558985509769853,0.197511425323897,0.758410594026139,0.121000110371075,0.215179686984239,0.238750450909306
"CIE.sal.var",0.409000006668013,0.26526710757553,0.358135120344467,2.32927672460582,0.475003788568703,0.570263163570311,NA,NA,NA,1.71926858398441,0.094652746439818,0.13188668418945,0.361299710399991,0.460795352855286,0.380616421091202,0.762825197628402,0.705518871985878,1.65164650820357,0.228969157566919,0.15141615408094,0.0799969452372454,0.0614509267597643,0.0791692232354358,0.0789489883841099,0.0300454116495909,0.0434243377817305,0.816830347863966,0.837617818797496,0.477530876878458,0.469964846852814,0.556597538971045
"FBB.sal.var",0.0821385634582976,0.0474046738588432,0.0627708561232206,0.125572095190494,0.0953083890198807,0.0926272064878585,0.0702217034776585,0.11980818961799,0.11196732373539,0.0520697583494053,0.0775937500172565,0.0513280618320086,0.0761618337321224,0.172192954035011,0.0801986685702023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FBE.sal.var",0.077184449500646,0.0544641213501134,0.0289887187892286,0.0484533550061646,0.0477305681339244,0.0624618563640761,0.0563995105391685,0.126559320815243,0.0300578366871889,0.0259347751113216,0.0237509601203098,0.0247430589808828,0.0541730697843564,0.0526464609817213,0.0541327543650771,0.0549942296779379,0.119261487112607,0.128916208648717,0.0491699938133715,0.112555391781597,0.053254784650353,0.0799269337489681,0.0257792891935214,0.0587881847712147,0.0531079573404475,0.0604241393831813,0.0628624275302515,0.107310729340006,0.00981719943562104,NA,0.00256812810571016
"PGE.sal.var",0.662734949772455,0.26308421378641,0.180461350242209,0.530224084318787,1.25174883731245,0.237612368980033,0.439018437151248,0.0571374564867116,0.0737493931472417,0.0726618932460293,0.143555712429967,0.264972441482967,0.266878446811445,0.266812865828586,0.966043883219761,0.519563371279473,0.257042935245606,0.457459145943543,0.733512686162035,0.278614691583062,0.490891022825201,0.949526480758321,0.298789758106328,0.12181922304486,0.0688711266588385,0.0291905807995318,0.451437531527395,0.559153608008603,0.573094994285606,1.63110957957894,0.317697837474568
"SKB.sal.var",NA,NA,NA,0.0366227136786984,0.77231958865438,0.203546493353079,0.212152213914475,0.126828316231795,0.109940771603861,0.34128818808754,0.402168040810883,0.444383351330113,0.152286862417789,0.719320410079733,0.598295254403991,0.172023643890139,0.0403593641312166,0.207297703365195,0.883459803770883,0.602811605781567,0.135224408580165,0.624868656165454,0.319681811903839,0.112431292436832,0.545493945320492,0.0436365073578806,0.0823481192959431,0.0597173790336235,0.267331112045363,0.5651436702074,0.423678638493661
"SKE.sal.var",NA,NA,NA,0.0583288045032576,1.24381449382183,0.29975798274581,0.558419085060605,0.277277248004062,0.153808146742517,0.548543188650096,0.255146772538937,0.207227948532065,0.399987533696583,0.825959881773582,1.14233155301359,0.177137234842401,0.133282739123271,0.160545906131274,1.31505705410557,0.433809062522709,0.0771096816456828,0.28128645472232,0.778150403156067,0.676472434827009,0.506853201634636,0.0510623014938644,0.101761216238639,0.166223670792558,0.550993505060731,0.615556883733215,0.857058197159591
"WBB.sal.var",0.0629285890811134,0.0344103420033927,0.0310889928802788,0.0479756486003777,0.0550390561073284,0.0921913325280442,0.115838953638224,0.116979258322672,0.124437866595063,0.0497708615744601,0.0702758722464383,0.148480892163984,0.149061965216666,0.177340388278481,0.255240189090835,0.258772415292157,0.232593627079653,0.269487222955667,0.261150248017234,0.299529312164836,0.273371305048528,0.203844746733427,0.0663396288887554,0.0359546971338811,0.0269390922241883,0.0425827600191507,0.0282478900992517,0.0368429421661914,0.0109401654016454,0.954861426997294,1.16515559143695
"WBE.temp.var",1.56655950797538,0.747912538642797,1.17813830678711,1.47097753136283,0.327692548969167,0.362233331079794,0.776765834051289,0.897219387242168,0.390370862261463,0.162566301141844,0.145627950844069,0.78951546393386,0.939259571068911,0.678518311185119,0.875694527712154,0.742214575324693,0.657217007233423,1.87864144563306,0.27732559852762,0.875283980258869,0.15415692356401,0.263063320769989,0.0904771413496571,0.0680434439742773,0.108787765293236,0.328646364539565,0.328077402537137,0.496960422431655,0.610027352832409,0.6402239239821,0.489641273098808
"WBB.temp.var",0.646514979145284,0.998366157902272,0.615969682432259,0.469063198348574,0.377334190383047,0.388221984149734,0.771326713759186,0.704918150657583,0.380756429278915,0.814905512395679,0.764941647092529,1.29983895902416,1.24646724568084,0.884787234966291,1.21132667143457,1.02501185310741,0.724588013221956,0.917911019121122,0.346499220553709,0.681234774093941,0.163754350006432,0.883875897009449,0.237746201949189,0.131641496006292,0.241577111085088,0.74967158475152,0.889530248446121,0.943660221598123,0.911917547061932,0.796679978006927,0.729101168382633
"SKE.temp.var",NA,NA,NA,2.57365552847688,1.67040216302749,0.588817817446571,0.797473726540627,0.52532575611235,0.435578218412115,1.01030884329901,1.11259319099652,1.17020613021893,0.525224663362825,1.84139287860989,1.88565120573609,1.73461742368963,0.404775929990532,2.95336598695473,1.97368752451911,1.37960928403918,0.356298804831218,1.41370798271538,0.894256432099154,0.357168654599897,1.38709520100692,0.179692082942164,0.341405104941238,0.257725886485227,0.890582354929552,1.38579489200036,2.10624475159006
"SKB.temp.var",NA,NA,NA,2.54298184668922,1.8776109115265,0.640791847334112,1.10966836859145,0.647318826364023,0.390047394579934,0.91950215868518,0.649597920831969,0.503441786857684,0.623442007077852,1.57206115471521,1.2889402937861,0.714099412663376,0.138301466243839,1.84626817994937,1.96295328587818,1.01147216848997,0.218879227239363,0.774178282522835,0.403535962826127,0.157574714553954,0.983683385596394,0.0772038244046981,0.195664143519302,0.199269523560752,0.72680299983144,0.904862036050532,1.54724463181685
"PGE.temp.var",2.75094395635727,1.56177764582048,1.63265569493793,2.86087329900573,0.586676394545374,1.51402762078114,1.03292297180227,0.795076773621809,1.05228337537979,0.925811504456853,0.47049763113833,0.291171025590263,0.99603628225757,1.62755170872614,3.08093108915253,2.558799914851,1.53966541227385,3.66559321874644,0.926233369620731,0.573071034780511,0.213454180968881,0.364712919814957,0.0920396683330243,0.209756755362183,0.334644268203197,0.277194578121372,0.463571517018316,0.320231834317172,0.350678416737124,0.647935832056085,NA
"PGB.temp.var",3.24398808142521,1.93175758068843,2.12652616929422,3.26808457533684,1.11994473508291,2.11573769228612,1.25876211484541,0.955402173323235,0.817980972355251,0.415883325003086,0.495349549997737,0.324459184165492,1.54529081947003,1.82729478659157,3.29177238534833,2.83229789247852,1.84256218179393,3.82261561555676,1.24775419174388,1.08317912233742,0.299908884216153,0.376133384459429,0.314194833808459,0.174713287407873,0.147649405788421,0.417118965326131,0.569529576005161,0.334221606729623,0.796266550361824,0.911804381762039,NA
"CIE.temp.var",0.994412104198829,0.750893446596038,0.786187135072807,0.932452929116427,0.624907178692429,0.628200391684257,0.891306779257102,0.146005291678608,1.2491889068216,0.661617772934848,0.577568607956245,0.653214850631132,1.05972266547964,1.48595235015842,1.16212986827051,1.31877068435478,0.763220826256348,1.59665571237381,0.897856119467712,0.746609691978172,0.698539569618563,0.500968342196657,0.66841469125182,1.04111376489258,0.431044245579293,0.482827758804881,1.30292489274428,0.892933028207071,1.36312481774709,1.28508204901757,2.10644519109216
"CIB.temp.var",0.905269655094441,0.698464941193817,0.81488315451174,0.894345192465386,0.576036722431321,0.637787846705352,0.919207801757079,0.132495563506557,1.22234610036286,0.700690530394565,0.624020059302656,0.72898310559605,0.953011273309924,1.42165801276009,1.10028904193448,1.32538096290877,0.763039705512389,1.71541327400047,0.875321217732157,0.785815603174379,0.610105187857815,0.423879088920726,0.700898722363734,1.05617006204171,0.436839976925632,0.486085916535216,1.15860901865638,0.866119778023427,1.36154706256943,1.30508501675093,1.90191260487396
"FBE.temp.var",0.526051772728939,0.619577323413475,0.627951618961733,1.34710546564224,0.785456996000783,0.630246012866016,0.999148015344441,1.36136087052599,0.769782394857,0.443092884552187,0.373827356007842,0.236106564279282,0.457210595630782,0.789463202784666,1.04047437429508,0.936406966921587,0.72503403736876,1.68797751862981,0.742902348678726,1.25378586618053,1.05641273238942,0.751397533953134,0.179529768401387,0.602794776122245,0.469623555084199,1.08132288558048,0.342733810766333,0.191947122958404,0.206268476044581,1.22025846774952,1.41003090061848
"FBB.temp.var",0.571604628289785,0.632172361456462,0.669727237773924,1.45599859892493,0.916738184199983,0.737776370719191,0.950321982468275,1.30612959212512,0.852418758810822,0.583044366561788,0.338156631417287,0.274846183046218,0.53201560580516,0.887603237967421,0.919331945737528,0.938876781699401,0.732090488376018,1.72996043667265,0.748199378487921,1.23100221486432,1.05576412885733,0.7088191851815,0.186120018550868,0.482555640989375,0.431910752068511,1.05421033090112,0.397241474595442,0.13636439995401,0.223267863711423,1.33152600838746,1.49502844126821
