Results of Photometric1

	Plate:1 - Wavelength:562

	1.117	1.108	1.133	0.804	0.826	0.828	0.638	0.662	0.671	0.487	0.494	0.505
	0.307	0.308	0.31	0.203	0.207	0.206	0.124	0.124	0.122	0.109	0.11	0.115
	0.964	0.965	1.062	1.907	1.935	1.948	1.593	1.648	1.626	1.048	1.046	0.985
	1.373	1.394	1.365	0.679	0.685	0.648	1.095	1.109	1.068	0.565	0.587	0.578
	0.793	0.807	0.797	0.948	0.973	0.982	2.348	2.377	2.693	2.618	2.744	2.741
	1.314	1.337	1.307	1.067	1.059	1.016	0.103	0.109	0.107	0.114	0.103	0.105
	0.057	0.057	0.056	0.053	0.052	0.053	0.055	0.054	0.054	0.055	0.053	0.056
	0.057	0.057	0.054	0.053	0.053	0.053	0.054	0.054	0.053	0.055	0.056	0.06

