Module	Section	Sample Name	Source
Bismark	alignment	zr3644_15_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_15_PE_report.txt
Bismark	alignment	zr3644_18_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_18_score_L-1-0.6/zr3644_18_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_21_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_21_score_L0-0.8/zr3644_21_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_18_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_18_score_L0-1.0/zr3644_18_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_19_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_19_score_L0-0.6/zr3644_19_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_21_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_21_score_L-1-0.6/zr3644_21_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_24_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_24_score_L0-1.0/zr3644_24_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_8_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_8_score_L0-0.4/zr3644_8_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_22_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_22_score_L-1-0.6/zr3644_22_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_16_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_16_score_L0-1.0/zr3644_16_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_1_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_1_score_L-1-0.6/zr3644_1_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_7_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_7_score_L0-0.6/zr3644_7_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_4_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_4_score_L0-0.6/zr3644_4_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_19_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_19_score_L0-1.0/zr3644_19_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_9_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_9_score_L0-0.6/zr3644_9_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_17_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_17_score_L0-0.8/zr3644_17_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_22_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_22_score_L0-0.8/zr3644_22_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_1_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_1_score_L0-0.4/zr3644_1_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_6_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_6_score_L0-0.6/zr3644_6_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_6_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_6_score_L0-0.8/zr3644_6_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_6_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_6_score_L0-0.4/zr3644_6_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_1_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_1_score_L0-0.6/zr3644_1_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_16_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_16_score_L-1-0.6/zr3644_16_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_2_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_2_score_L0-0.4/zr3644_2_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_10_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_10_score_L-1-0.6/zr3644_10_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_13_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_13_score_L0-0.8/zr3644_13_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_21_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_21_score_L0-1.0/zr3644_21_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_23_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_23_score_L0-0.6/zr3644_23_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_12_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_12_score_L0-0.8/zr3644_12_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_9_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_9_score_L0-0.8/zr3644_9_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_21_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_21_score_L0-0.6/zr3644_21_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_11_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_11_score_L0-0.4/zr3644_11_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_14_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_14_score_L0-0.4/zr3644_14_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_7_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_7_score_L-1-0.6/zr3644_7_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_8_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_8_score_L0-1.0/zr3644_8_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_5_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_5_score_L0-0.6/zr3644_5_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_13_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_13_score_L0-1.0/zr3644_13_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_24_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_24_score_L0-0.6/zr3644_24_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_6_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_6_score_L0-1.0/zr3644_6_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_2_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_2_score_L-1-0.6/zr3644_2_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_17_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_17_score_L0-1.0/zr3644_17_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_4_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_4_score_L0-0.4/zr3644_4_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_11_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_11_score_L0-0.6/zr3644_11_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_9_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_9_score_L0-0.4/zr3644_9_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_4_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_4_score_L0-0.8/zr3644_4_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_12_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_12_score_L0-1.0/zr3644_12_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_22_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_22_score_L0-0.6/zr3644_22_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_6_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_6_score_L-1-0.6/zr3644_6_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_4_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_4_score_L-1-0.6/zr3644_4_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_22_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_22_score_L0-0.4/zr3644_22_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_7_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_7_score_L0-0.4/zr3644_7_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_23_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_23_score_L0-1.0/zr3644_23_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_16_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_16_score_L0-0.6/zr3644_16_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_17_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_17_score_L-1-0.6/zr3644_17_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_5_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_5_score_L0-1.0/zr3644_5_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_14_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_14_score_L-1-0.6/zr3644_14_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_18_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_18_score_L0-0.8/zr3644_18_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_11_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_11_score_L0-1.0/zr3644_11_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_24_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_24_score_L0-0.4/zr3644_24_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_15_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_15_score_L-1-0.6/zr3644_15_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_5_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_5_score_L0-0.8/zr3644_5_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_21_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_21_score_L0-0.4/zr3644_21_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_24_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_24_score_L-1-0.6/zr3644_24_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_12_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_12_score_L-1-0.6/zr3644_12_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_3_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_3_score_L0-1.0/zr3644_3_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_8_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_8_score_L-1-0.6/zr3644_8_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_10_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_10_score_L0-0.4/zr3644_10_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_2_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_2_score_L0-0.8/zr3644_2_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_18_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_18_score_L0-0.6/zr3644_18_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_3_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_3_score_L0-0.8/zr3644_3_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_13_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_13_score_L0-0.6/zr3644_13_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_12_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_12_score_L0-0.4/zr3644_12_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_10_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_10_score_L0-1.0/zr3644_10_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_20_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_20_score_L-1-0.6/zr3644_20_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_7_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_7_score_L0-0.8/zr3644_7_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_22_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_22_score_L0-1.0/zr3644_22_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_20_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_20_score_L0-0.6/zr3644_20_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_4_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_4_score_L0-1.0/zr3644_4_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_13_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_13_score_L-1-0.6/zr3644_13_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_11_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_11_score_L-1-0.6/zr3644_11_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_1_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_1_score_L0-1.0/zr3644_1_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_2_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_2_score_L0-0.6/zr3644_2_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_11_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_11_score_L0-0.8/zr3644_11_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_13_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_13_score_L0-0.4/zr3644_13_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_10_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_10_score_L0-0.6/zr3644_10_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_9_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_9_score_L-1-0.6/zr3644_9_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_7_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_7_score_L0-1.0/zr3644_7_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_1_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_1_score_L0-0.8/zr3644_1_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_8_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_8_score_L0-0.8/zr3644_8_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_18_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_18_score_L0-0.4/zr3644_18_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_3_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_3_score_L-1-0.6/zr3644_3_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_8_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_8_score_L0-0.6/zr3644_8_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_15_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_15_score_L0-0.6/zr3644_15_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_16_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_16_score_L0-0.4/zr3644_16_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_17_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_17_score_L0-0.4/zr3644_17_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_14_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_14_score_L0-1.0/zr3644_14_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_12_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_12_score_L0-0.6/zr3644_12_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_23_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_23_score_L0-0.8/zr3644_23_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_23_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_23_score_L0-0.4/zr3644_23_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_15_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_15_score_L0-0.4/zr3644_15_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_3_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_3_score_L0-0.4/zr3644_3_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_5_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_5_score_L-1-0.6/zr3644_5_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_3_L0-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_3_score_L0-0.6/zr3644_3_L0-0.6_PE_report.txt
Bismark	alignment	zr3644_10_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_10_score_L0-0.8/zr3644_10_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_19_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_19_score_L0-0.4/zr3644_19_L0-0.4_PE_report.txt
Bismark	alignment	zr3644_20_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_20_score_L0-0.8/zr3644_20_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_9_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_9_score_L0-1.0/zr3644_9_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_20_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_20_score_L0-1.0/zr3644_20_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_2_L0-1.0_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_2_score_L0-1.0/zr3644_2_L0-1.0_PE_report.txt
Bismark	alignment	zr3644_14_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_14_score_L0-0.8/zr3644_14_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_19_L0-0.8_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_19_score_L0-0.8/zr3644_19_L0-0.8_PE_report.txt
Bismark	alignment	zr3644_19_L-1-0.6_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_19_score_L-1-0.6/zr3644_19_L-1-0.6_PE_report.txt
Bismark	alignment	zr3644_20_L0-0.4_PE_report	/home/shared/16TB_HDD_01/sr320/github/project-oyster-oa/analyses/Haws-10/zr3644_20_score_L0-0.4/zr3644_20_L0-0.4_PE_report.txt
