Unknown option: input
FLAG: 1
refSeqFile = /Volumes/web/spartina/project-oyster-oa/data/Cg-roslin/cgigas_uk_roslin_v1_genomic-mito.fa.
bamFileName = /Volumes/web/spartina/project-oyster-oa/Haws/BS-Snper/merged-sorted-deduplicated.bam.
snpFileName = /Volumes/web/spartina/project-oyster-oa/Haws/BS-Snper/SNP-candidates.txt.
methCgFileName = /Volumes/web/spartina/project-oyster-oa/Haws/BS-Snper/CpG-meth-info.tab.
methChgFileName = /Volumes/web/spartina/project-oyster-oa/Haws/BS-Snper/CHG-meth-info.tab.
methChhFileName = /Volumes/web/spartina/project-oyster-oa/Haws/BS-Snper/CHH-meth-info.tab.
vQualMin = 15.
nLayerMax = 1000.
vSnpRate = 0.100000.
vSnpPerBase = 0.020000.
mapqThr = 20.
Init chrome name-len array completed, total 647905321 bp of 237 chromosomes.
237 chromes loaded.
Init chrome name-idx hash table completed.
Init chrome seq array completed.
401600000 records have been dealed.
401700000 records have been dealed.
401800000 records have been dealed.
401900000 records have been dealed.
402000000 records have been dealed.
402100000 records have been dealed.
402200000 records have been dealed.
402300000 records have been dealed.
402400000 records have been dealed.
402500000 records have been dealed.
402600000 records have been dealed.
402700000 records have been dealed.
402800000 records have been dealed.
402900000 records have been dealed.
403000000 records have been dealed.
403100000 records have been dealed.
403200000 records have been dealed.
403300000 records have been dealed.
403400000 records have been dealed.
403500000 records have been dealed.
403600000 records have been dealed.
403700000 records have been dealed.
403800000 records have been dealed.
403900000 records have been dealed.
404000000 records have been dealed.
404100000 records have been dealed.
404200000 records have been dealed.
404300000 records have been dealed.
404400000 records have been dealed.
404500000 records have been dealed.
404600000 records have been dealed.
404700000 records have been dealed.
404800000 records have been dealed.
404900000 records have been dealed.
405000000 records have been dealed.
405100000 records have been dealed.
405200000 records have been dealed.
405300000 records have been dealed.
405400000 records have been dealed.
405500000 records have been dealed.
405600000 records have been dealed.
405700000 records have been dealed.
405800000 records have been dealed.
405900000 records have been dealed.
406000000 records have been dealed.
406100000 records have been dealed.
406200000 records have been dealed.
406300000 records have been dealed.
406400000 records have been dealed.
406500000 records have been dealed.
406600000 records have been dealed.
406700000 records have been dealed.
406800000 records have been dealed.
406900000 records have been dealed.
407000000 records have been dealed.
407100000 records have been dealed.
407200000 records have been dealed.
407300000 records have been dealed.
407400000 records have been dealed.
407500000 records have been dealed.
407600000 records have been dealed.
407700000 records have been dealed.
407800000 records have been dealed.
407900000 records have been dealed.
408000000 records have been dealed.
408100000 records have been dealed.
408200000 records have been dealed.
408300000 records have been dealed.
408400000 records have been dealed.
408500000 records have been dealed.
408600000 records have been dealed.
408700000 records have been dealed.
408800000 records have been dealed.
408900000 records have been dealed.
409000000 records have been dealed.
409100000 records have been dealed.
409200000 records have been dealed.
409300000 records have been dealed.
409400000 records have been dealed.
409500000 records have been dealed.
409600000 records have been dealed.
409700000 records have been dealed.
409800000 records have been dealed.
409900000 records have been dealed.
410000000 records have been dealed.
410100000 records have been dealed.
410200000 records have been dealed.
410300000 records have been dealed.
410400000 records have been dealed.
410500000 records have been dealed.
410600000 records have been dealed.
410700000 records have been dealed.
410800000 records have been dealed.
410900000 records have been dealed.
411000000 records have been dealed.
411100000 records have been dealed.
411200000 records have been dealed.
411300000 records have been dealed.
411400000 records have been dealed.
411500000 records have been dealed.
411600000 records have been dealed.
411700000 records have been dealed.
411800000 records have been dealed.
411900000 records have been dealed.
412000000 records have been dealed.
412100000 records have been dealed.
412200000 records have been dealed.
412300000 records have been dealed.
412400000 records have been dealed.
412500000 records have been dealed.
412600000 records have been dealed.
412700000 records have been dealed.
412800000 records have been dealed.
412900000 records have been dealed.
413000000 records have been dealed.
413100000 records have been dealed.
413200000 records have been dealed.
413300000 records have been dealed.
413400000 records have been dealed.
413500000 records have been dealed.
413600000 records have been dealed.
413700000 records have been dealed.
413800000 records have been dealed.
413900000 records have been dealed.
414000000 records have been dealed.
414100000 records have been dealed.
414200000 records have been dealed.
414300000 records have been dealed.
414400000 records have been dealed.
414500000 records have been dealed.
414600000 records have been dealed.
414700000 records have been dealed.
414800000 records have been dealed.
414900000 records have been dealed.
415000000 records have been dealed.
415100000 records have been dealed.
415200000 records have been dealed.
415300000 records have been dealed.
415400000 records have been dealed.
415500000 records have been dealed.
415600000 records have been dealed.
415700000 records have been dealed.
415800000 records have been dealed.
415900000 records have been dealed.
416000000 records have been dealed.
416100000 records have been dealed.
416200000 records have been dealed.
416300000 records have been dealed.
416400000 records have been dealed.
416500000 records have been dealed.
416600000 records have been dealed.
416700000 records have been dealed.
416800000 records have been dealed.
416900000 records have been dealed.
417000000 records have been dealed.
417100000 records have been dealed.
417200000 records have been dealed.
417300000 records have been dealed.
417400000 records have been dealed.
417500000 records have been dealed.
417600000 records have been dealed.
417700000 records have been dealed.
417800000 records have been dealed.
417900000 records have been dealed.
418000000 records have been dealed.
418100000 records have been dealed.
418200000 records have been dealed.
418300000 records have been dealed.
418400000 records have been dealed.
418500000 records have been dealed.
418600000 records have been dealed.
418700000 records have been dealed.
418800000 records have been dealed.
418900000 records have been dealed.
419000000 records have been dealed.
419100000 records have been dealed.
419200000 records have been dealed.
419300000 records have been dealed.
419400000 records have been dealed.
419500000 records have been dealed.
419600000 records have been dealed.
419700000 records have been dealed.
419800000 records have been dealed.
419900000 records have been dealed.
420000000 records have been dealed.
420100000 records have been dealed.
420200000 records have been dealed.
420300000 records have been dealed.
420400000 records have been dealed.
420500000 records have been dealed.
420600000 records have been dealed.
420700000 records have been dealed.
420800000 records have been dealed.
420900000 records have been dealed.
421000000 records have been dealed.
421100000 records have been dealed.
421200000 records have been dealed.
421300000 records have been dealed.
421400000 records have been dealed.
421500000 records have been dealed.
421600000 records have been dealed.
421700000 records have been dealed.
421800000 records have been dealed.
421900000 records have been dealed.
422000000 records have been dealed.
422100000 records have been dealed.
422200000 records have been dealed.
422300000 records have been dealed.
422400000 records have been dealed.
422500000 records have been dealed.
422600000 records have been dealed.
422700000 records have been dealed.
422800000 records have been dealed.
422900000 records have been dealed.
423000000 records have been dealed.
423100000 records have been dealed.
423200000 records have been dealed.
423300000 records have been dealed.
423400000 records have been dealed.
423500000 records have been dealed.
423600000 records have been dealed.
423700000 records have been dealed.
423800000 records have been dealed.
423900000 records have been dealed.
424000000 records have been dealed.
424100000 records have been dealed.
424200000 records have been dealed.
424300000 records have been dealed.
424400000 records have been dealed.
424500000 records have been dealed.
424600000 records have been dealed.
424700000 records have been dealed.
424800000 records have been dealed.
424900000 records have been dealed.
425000000 records have been dealed.
425100000 records have been dealed.
425200000 records have been dealed.
425300000 records have been dealed.
425400000 records have been dealed.
425500000 records have been dealed.
425600000 records have been dealed.
425700000 records have been dealed.
425800000 records have been dealed.
425900000 records have been dealed.
426000000 records have been dealed.
426100000 records have been dealed.
426200000 records have been dealed.
426300000 records have been dealed.
426400000 records have been dealed.
426500000 records have been dealed.
426600000 records have been dealed.
426700000 records have been dealed.
426800000 records have been dealed.
426900000 records have been dealed.
427000000 records have been dealed.
427100000 records have been dealed.
427200000 records have been dealed.
427300000 records have been dealed.
427400000 records have been dealed.
427500000 records have been dealed.
427600000 records have been dealed.
427700000 records have been dealed.
427800000 records have been dealed.
427900000 records have been dealed.
428000000 records have been dealed.
428100000 records have been dealed.
428200000 records have been dealed.
428300000 records have been dealed.
428400000 records have been dealed.
428500000 records have been dealed.
428600000 records have been dealed.
428700000 records have been dealed.
428800000 records have been dealed.
428900000 records have been dealed.
429000000 records have been dealed.
429100000 records have been dealed.
429200000 records have been dealed.
429300000 records have been dealed.
429400000 records have been dealed.
429500000 records have been dealed.
429600000 records have been dealed.
429700000 records have been dealed.
429800000 records have been dealed.
429900000 records have been dealed.
430000000 records have been dealed.
430100000 records have been dealed.
430200000 records have been dealed.
430300000 records have been dealed.
430400000 records have been dealed.
430500000 records have been dealed.
430600000 records have been dealed.
430700000 records have been dealed.
430800000 records have been dealed.
430900000 records have been dealed.
431000000 records have been dealed.
431100000 records have been dealed.
431200000 records have been dealed.
431300000 records have been dealed.
431400000 records have been dealed.
431500000 records have been dealed.
431600000 records have been dealed.
431700000 records have been dealed.
431800000 records have been dealed.
431900000 records have been dealed.
432000000 records have been dealed.
432100000 records have been dealed.
432200000 records have been dealed.
432300000 records have been dealed.
432400000 records have been dealed.
432500000 records have been dealed.
432600000 records have been dealed.
432700000 records have been dealed.
432800000 records have been dealed.
432900000 records have been dealed.
433000000 records have been dealed.
433100000 records have been dealed.
433200000 records have been dealed.
433300000 records have been dealed.
433400000 records have been dealed.
433500000 records have been dealed.
433600000 records have been dealed.
433700000 records have been dealed.
433800000 records have been dealed.
433900000 records have been dealed.
434000000 records have been dealed.
434100000 records have been dealed.
434200000 records have been dealed.
434300000 records have been dealed.
434400000 records have been dealed.
434500000 records have been dealed.
434600000 records have been dealed.
434700000 records have been dealed.
434800000 records have been dealed.
434900000 records have been dealed.
435000000 records have been dealed.
435100000 records have been dealed.
435200000 records have been dealed.
435300000 records have been dealed.
435400000 records have been dealed.
435500000 records have been dealed.
435600000 records have been dealed.
435700000 records have been dealed.
435800000 records have been dealed.
435900000 records have been dealed.
436000000 records have been dealed.
436100000 records have been dealed.
436200000 records have been dealed.
436300000 records have been dealed.
436400000 records have been dealed.
436500000 records have been dealed.
436600000 records have been dealed.
436700000 records have been dealed.
436800000 records have been dealed.
436900000 records have been dealed.
437000000 records have been dealed.
437100000 records have been dealed.
437200000 records have been dealed.
437300000 records have been dealed.
437400000 records have been dealed.
437500000 records have been dealed.
437600000 records have been dealed.
437700000 records have been dealed.
437800000 records have been dealed.
437900000 records have been dealed.
438000000 records have been dealed.
438100000 records have been dealed.
438200000 records have been dealed.
438300000 records have been dealed.
438400000 records have been dealed.
438500000 records have been dealed.
438600000 records have been dealed.
438700000 records have been dealed.
438800000 records have been dealed.
438900000 records have been dealed.
439000000 records have been dealed.
439100000 records have been dealed.
439200000 records have been dealed.
439300000 records have been dealed.
439400000 records have been dealed.
439500000 records have been dealed.
439600000 records have been dealed.
439700000 records have been dealed.
439800000 records have been dealed.
439900000 records have been dealed.
440000000 records have been dealed.
440100000 records have been dealed.
440200000 records have been dealed.
440300000 records have been dealed.
440400000 records have been dealed.
440500000 records have been dealed.
440600000 records have been dealed.
440700000 records have been dealed.
440800000 records have been dealed.
440900000 records have been dealed.
441000000 records have been dealed.
441100000 records have been dealed.
441200000 records have been dealed.
441300000 records have been dealed.
441400000 records have been dealed.
441500000 records have been dealed.
441600000 records have been dealed.
441700000 records have been dealed.
441800000 records have been dealed.
441900000 records have been dealed.
442000000 records have been dealed.
442100000 records have been dealed.
442200000 records have been dealed.
442300000 records have been dealed.
442400000 records have been dealed.
442500000 records have been dealed.
442600000 records have been dealed.
442700000 records have been dealed.
442800000 records have been dealed.
442900000 records have been dealed.
443000000 records have been dealed.
443100000 records have been dealed.
443200000 records have been dealed.
443300000 records have been dealed.
443400000 records have been dealed.
443500000 records have been dealed.
443600000 records have been dealed.
443700000 records have been dealed.
443800000 records have been dealed.
443900000 records have been dealed.
444000000 records have been dealed.
444100000 records have been dealed.
444200000 records have been dealed.
444300000 records have been dealed.
444400000 records have been dealed.
444500000 records have been dealed.
444600000 records have been dealed.
444700000 records have been dealed.
444800000 records have been dealed.
444900000 records have been dealed.
445000000 records have been dealed.
445100000 records have been dealed.
445200000 records have been dealed.
445300000 records have been dealed.
445400000 records have been dealed.
445500000 records have been dealed.
445600000 records have been dealed.
445700000 records have been dealed.
445800000 records have been dealed.
445900000 records have been dealed.
446000000 records have been dealed.
446100000 records have been dealed.
446200000 records have been dealed.
446300000 records have been dealed.
446400000 records have been dealed.
446500000 records have been dealed.
446600000 records have been dealed.
446700000 records have been dealed.
446800000 records have been dealed.
446900000 records have been dealed.
447000000 records have been dealed.
447100000 records have been dealed.
447200000 records have been dealed.
447300000 records have been dealed.
447400000 records have been dealed.
447500000 records have been dealed.
447600000 records have been dealed.
447700000 records have been dealed.
447800000 records have been dealed.
447900000 records have been dealed.
448000000 records have been dealed.
448100000 records have been dealed.
448200000 records have been dealed.
448300000 records have been dealed.
448400000 records have been dealed.
448500000 records have been dealed.
448600000 records have been dealed.
448700000 records have been dealed.
448800000 records have been dealed.
448900000 records have been dealed.
449000000 records have been dealed.
449100000 records have been dealed.
449200000 records have been dealed.
449300000 records have been dealed.
449400000 records have been dealed.
449500000 records have been dealed.
449600000 records have been dealed.
449700000 records have been dealed.
449800000 records have been dealed.
449900000 records have been dealed.
450000000 records have been dealed.
450100000 records have been dealed.
450200000 records have been dealed.
450300000 records have been dealed.
450400000 records have been dealed.
450500000 records have been dealed.
450600000 records have been dealed.
450700000 records have been dealed.
450800000 records have been dealed.
450900000 records have been dealed.
451000000 records have been dealed.
451100000 records have been dealed.
451200000 records have been dealed.
451300000 records have been dealed.
451400000 records have been dealed.
451500000 records have been dealed.
451600000 records have been dealed.
451700000 records have been dealed.
451800000 records have been dealed.
451900000 records have been dealed.
452000000 records have been dealed.
452100000 records have been dealed.
452200000 records have been dealed.
452300000 records have been dealed.
452400000 records have been dealed.
452500000 records have been dealed.
452600000 records have been dealed.
452700000 records have been dealed.
452800000 records have been dealed.
452900000 records have been dealed.
453000000 records have been dealed.
453100000 records have been dealed.
453200000 records have been dealed.
453300000 records have been dealed.
453400000 records have been dealed.
453500000 records have been dealed.
453600000 records have been dealed.
453700000 records have been dealed.
453800000 records have been dealed.
453900000 records have been dealed.
454000000 records have been dealed.
454100000 records have been dealed.
454200000 records have been dealed.
454300000 records have been dealed.
454400000 records have been dealed.
454500000 records have been dealed.
454600000 records have been dealed.
454700000 records have been dealed.
454800000 records have been dealed.
454900000 records have been dealed.
455000000 records have been dealed.
455100000 records have been dealed.
455200000 records have been dealed.
455300000 records have been dealed.
455400000 records have been dealed.
455500000 records have been dealed.
455600000 records have been dealed.
455700000 records have been dealed.
455800000 records have been dealed.
455900000 records have been dealed.
456000000 records have been dealed.
456100000 records have been dealed.
456200000 records have been dealed.
456300000 records have been dealed.
456400000 records have been dealed.
456500000 records have been dealed.
456600000 records have been dealed.
456700000 records have been dealed.
456800000 records have been dealed.
456900000 records have been dealed.
457000000 records have been dealed.
457100000 records have been dealed.
457200000 records have been dealed.
457300000 records have been dealed.
457400000 records have been dealed.
457500000 records have been dealed.
457600000 records have been dealed.
457700000 records have been dealed.
457800000 records have been dealed.
457900000 records have been dealed.
458000000 records have been dealed.
458100000 records have been dealed.
458200000 records have been dealed.
458300000 records have been dealed.
458400000 records have been dealed.
458500000 records have been dealed.
458600000 records have been dealed.
458700000 records have been dealed.
458800000 records have been dealed.
458900000 records have been dealed.
459000000 records have been dealed.
459100000 records have been dealed.
459200000 records have been dealed.
459300000 records have been dealed.
459400000 records have been dealed.
459500000 records have been dealed.
459600000 records have been dealed.
459700000 records have been dealed.
459800000 records have been dealed.
459900000 records have been dealed.
460000000 records have been dealed.
460100000 records have been dealed.
460200000 records have been dealed.
460300000 records have been dealed.
460400000 records have been dealed.
460500000 records have been dealed.
460600000 records have been dealed.
460700000 records have been dealed.
460800000 records have been dealed.
460900000 records have been dealed.
461000000 records have been dealed.
461100000 records have been dealed.
461200000 records have been dealed.
461300000 records have been dealed.
461400000 records have been dealed.
461500000 records have been dealed.
461600000 records have been dealed.
461700000 records have been dealed.
461800000 records have been dealed.
461900000 records have been dealed.
462000000 records have been dealed.
462100000 records have been dealed.
462200000 records have been dealed.
462300000 records have been dealed.
462400000 records have been dealed.
462500000 records have been dealed.
462600000 records have been dealed.
462700000 records have been dealed.
462800000 records have been dealed.
462900000 records have been dealed.
463000000 records have been dealed.
463100000 records have been dealed.
463200000 records have been dealed.
463300000 records have been dealed.
463400000 records have been dealed.
463500000 records have been dealed.
463600000 records have been dealed.
463700000 records have been dealed.
463800000 records have been dealed.
463900000 records have been dealed.
464000000 records have been dealed.
464100000 records have been dealed.
464200000 records have been dealed.
464300000 records have been dealed.
464400000 records have been dealed.
464500000 records have been dealed.
464600000 records have been dealed.
464700000 records have been dealed.
464800000 records have been dealed.
464900000 records have been dealed.
465000000 records have been dealed.
465100000 records have been dealed.
465200000 records have been dealed.
465300000 records have been dealed.
465400000 records have been dealed.
465500000 records have been dealed.
465600000 records have been dealed.
465700000 records have been dealed.
465800000 records have been dealed.
465900000 records have been dealed.
466000000 records have been dealed.
466100000 records have been dealed.
466200000 records have been dealed.
466300000 records have been dealed.
466400000 records have been dealed.
466500000 records have been dealed.
466600000 records have been dealed.
466700000 records have been dealed.
466800000 records have been dealed.
466900000 records have been dealed.
467000000 records have been dealed.
467100000 records have been dealed.
467200000 records have been dealed.
467300000 records have been dealed.
467400000 records have been dealed.
467500000 records have been dealed.
467600000 records have been dealed.
467700000 records have been dealed.
467800000 records have been dealed.
467900000 records have been dealed.
468000000 records have been dealed.
468100000 records have been dealed.
468200000 records have been dealed.
468300000 records have been dealed.
468400000 records have been dealed.
468500000 records have been dealed.
468600000 records have been dealed.
468700000 records have been dealed.
468800000 records have been dealed.
468900000 records have been dealed.
469000000 records have been dealed.
469100000 records have been dealed.
469200000 records have been dealed.
469300000 records have been dealed.
469400000 records have been dealed.
469500000 records have been dealed.
469600000 records have been dealed.
469700000 records have been dealed.
469800000 records have been dealed.
469900000 records have been dealed.
470000000 records have been dealed.
470100000 records have been dealed.
470200000 records have been dealed.
470300000 records have been dealed.
470400000 records have been dealed.
470500000 records have been dealed.
470600000 records have been dealed.
470700000 records have been dealed.
470800000 records have been dealed.
470900000 records have been dealed.
471000000 records have been dealed.
471100000 records have been dealed.
471200000 records have been dealed.
471300000 records have been dealed.
471400000 records have been dealed.
471500000 records have been dealed.
471600000 records have been dealed.
471700000 records have been dealed.
471800000 records have been dealed.
471900000 records have been dealed.
472000000 records have been dealed.
472100000 records have been dealed.
472200000 records have been dealed.
472300000 records have been dealed.
472400000 records have been dealed.
472500000 records have been dealed.
472600000 records have been dealed.
472700000 records have been dealed.
472800000 records have been dealed.
472900000 records have been dealed.
473000000 records have been dealed.
473100000 records have been dealed.
473200000 records have been dealed.
473300000 records have been dealed.
473400000 records have been dealed.
473500000 records have been dealed.
473600000 records have been dealed.
473700000 records have been dealed.
473800000 records have been dealed.
473900000 records have been dealed.
474000000 records have been dealed.
474100000 records have been dealed.
474200000 records have been dealed.
474300000 records have been dealed.
474400000 records have been dealed.
474500000 records have been dealed.
474600000 records have been dealed.
474700000 records have been dealed.
474800000 records have been dealed.
474900000 records have been dealed.
475000000 records have been dealed.
475100000 records have been dealed.
475200000 records have been dealed.
475300000 records have been dealed.
475400000 records have been dealed.
475500000 records have been dealed.
475600000 records have been dealed.
475700000 records have been dealed.
475800000 records have been dealed.
475900000 records have been dealed.
476000000 records have been dealed.
476100000 records have been dealed.
476200000 records have been dealed.
476300000 records have been dealed.
476400000 records have been dealed.
476500000 records have been dealed.
476600000 records have been dealed.
476700000 records have been dealed.
476800000 records have been dealed.
476900000 records have been dealed.
477000000 records have been dealed.
477100000 records have been dealed.
477200000 records have been dealed.
477300000 records have been dealed.
477400000 records have been dealed.
477500000 records have been dealed.
477600000 records have been dealed.
477700000 records have been dealed.
477800000 records have been dealed.
477900000 records have been dealed.
478000000 records have been dealed.
478100000 records have been dealed.
478200000 records have been dealed.
478300000 records have been dealed.
478400000 records have been dealed.
478500000 records have been dealed.
478600000 records have been dealed.
478700000 records have been dealed.
478800000 records have been dealed.
478900000 records have been dealed.
479000000 records have been dealed.
479100000 records have been dealed.
479200000 records have been dealed.
479300000 records have been dealed.
479400000 records have been dealed.
479500000 records have been dealed.
479600000 records have been dealed.
479700000 records have been dealed.
479800000 records have been dealed.
479900000 records have been dealed.
480000000 records have been dealed.
480100000 records have been dealed.
480200000 records have been dealed.
480300000 records have been dealed.
480400000 records have been dealed.
480500000 records have been dealed.
480600000 records have been dealed.
480700000 records have been dealed.
480800000 records have been dealed.
480900000 records have been dealed.
481000000 records have been dealed.
481100000 records have been dealed.
481200000 records have been dealed.
481300000 records have been dealed.
481400000 records have been dealed.
481500000 records have been dealed.
481600000 records have been dealed.
481700000 records have been dealed.
481800000 records have been dealed.
481900000 records have been dealed.
482000000 records have been dealed.
482100000 records have been dealed.
482200000 records have been dealed.
482300000 records have been dealed.
482400000 records have been dealed.
482500000 records have been dealed.
482600000 records have been dealed.
482700000 records have been dealed.
482800000 records have been dealed.
482900000 records have been dealed.
483000000 records have been dealed.
483100000 records have been dealed.
483200000 records have been dealed.
483300000 records have been dealed.
483400000 records have been dealed.
483500000 records have been dealed.
483600000 records have been dealed.
483700000 records have been dealed.
483800000 records have been dealed.
483900000 records have been dealed.
484000000 records have been dealed.
484100000 records have been dealed.
484200000 records have been dealed.
484300000 records have been dealed.
484400000 records have been dealed.
484500000 records have been dealed.
484600000 records have been dealed.
484700000 records have been dealed.
484800000 records have been dealed.
484900000 records have been dealed.
485000000 records have been dealed.
485100000 records have been dealed.
485200000 records have been dealed.
485300000 records have been dealed.
485400000 records have been dealed.
485500000 records have been dealed.
485600000 records have been dealed.
485700000 records have been dealed.
485800000 records have been dealed.
485900000 records have been dealed.
486000000 records have been dealed.
486100000 records have been dealed.
486200000 records have been dealed.
486300000 records have been dealed.
486400000 records have been dealed.
486500000 records have been dealed.
486600000 records have been dealed.
486700000 records have been dealed.
486800000 records have been dealed.
486900000 records have been dealed.
487000000 records have been dealed.
487100000 records have been dealed.
487200000 records have been dealed.
487300000 records have been dealed.
487400000 records have been dealed.
487500000 records have been dealed.
487600000 records have been dealed.
487700000 records have been dealed.
487800000 records have been dealed.
487900000 records have been dealed.
488000000 records have been dealed.
488100000 records have been dealed.
488200000 records have been dealed.
488300000 records have been dealed.
488400000 records have been dealed.
488500000 records have been dealed.
488600000 records have been dealed.
488700000 records have been dealed.
488800000 records have been dealed.
488900000 records have been dealed.
489000000 records have been dealed.
489100000 records have been dealed.
489200000 records have been dealed.
489300000 records have been dealed.
489400000 records have been dealed.
489500000 records have been dealed.
489600000 records have been dealed.
489700000 records have been dealed.
489800000 records have been dealed.
489900000 records have been dealed.
490000000 records have been dealed.
490100000 records have been dealed.
490200000 records have been dealed.
490300000 records have been dealed.
490400000 records have been dealed.
490500000 records have been dealed.
490600000 records have been dealed.
490700000 records have been dealed.
490800000 records have been dealed.
490900000 records have been dealed.
491000000 records have been dealed.
491100000 records have been dealed.
491200000 records have been dealed.
491300000 records have been dealed.
491400000 records have been dealed.
491500000 records have been dealed.
491600000 records have been dealed.
491700000 records have been dealed.
491800000 records have been dealed.
491900000 records have been dealed.
492000000 records have been dealed.
492100000 records have been dealed.
492200000 records have been dealed.
492300000 records have been dealed.
492400000 records have been dealed.
492500000 records have been dealed.
492600000 records have been dealed.
492700000 records have been dealed.
492800000 records have been dealed.
492900000 records have been dealed.
493000000 records have been dealed.
493100000 records have been dealed.
493200000 records have been dealed.
493300000 records have been dealed.
493400000 records have been dealed.
493500000 records have been dealed.
493600000 records have been dealed.
493700000 records have been dealed.
493800000 records have been dealed.
493900000 records have been dealed.
494000000 records have been dealed.
494100000 records have been dealed.
494200000 records have been dealed.
494300000 records have been dealed.
494400000 records have been dealed.
494500000 records have been dealed.
494600000 records have been dealed.
494700000 records have been dealed.
494800000 records have been dealed.
494900000 records have been dealed.
495000000 records have been dealed.
495100000 records have been dealed.
495200000 records have been dealed.
495300000 records have been dealed.
495400000 records have been dealed.
495500000 records have been dealed.
495600000 records have been dealed.
495700000 records have been dealed.
495800000 records have been dealed.
495900000 records have been dealed.
496000000 records have been dealed.
496100000 records have been dealed.
496200000 records have been dealed.
496300000 records have been dealed.
496400000 records have been dealed.
496500000 records have been dealed.
496600000 records have been dealed.
496700000 records have been dealed.
496800000 records have been dealed.
496900000 records have been dealed.
497000000 records have been dealed.
497100000 records have been dealed.
497200000 records have been dealed.
497300000 records have been dealed.
497400000 records have been dealed.
497500000 records have been dealed.
497600000 records have been dealed.
497700000 records have been dealed.
497800000 records have been dealed.
497900000 records have been dealed.
498000000 records have been dealed.
498100000 records have been dealed.
498200000 records have been dealed.
498300000 records have been dealed.
498400000 records have been dealed.
498500000 records have been dealed.
498600000 records have been dealed.
498700000 records have been dealed.
498800000 records have been dealed.
498900000 records have been dealed.
499000000 records have been dealed.
499100000 records have been dealed.
499200000 records have been dealed.
499300000 records have been dealed.
499400000 records have been dealed.
499500000 records have been dealed.
499600000 records have been dealed.
499700000 records have been dealed.
499800000 records have been dealed.
499900000 records have been dealed.
500000000 records have been dealed.
500100000 records have been dealed.
500200000 records have been dealed.
500300000 records have been dealed.
500400000 records have been dealed.
500500000 records have been dealed.
500600000 records have been dealed.
500700000 records have been dealed.
500800000 records have been dealed.
500900000 records have been dealed.
501000000 records have been dealed.
501100000 records have been dealed.
501200000 records have been dealed.
501300000 records have been dealed.
501400000 records have been dealed.
501500000 records have been dealed.
501600000 records have been dealed.
501700000 records have been dealed.
501800000 records have been dealed.
501900000 records have been dealed.
502000000 records have been dealed.
502100000 records have been dealed.
502200000 records have been dealed.
502300000 records have been dealed.
502400000 records have been dealed.
502500000 records have been dealed.
502600000 records have been dealed.
502700000 records have been dealed.
502800000 records have been dealed.
502900000 records have been dealed.
503000000 records have been dealed.
503100000 records have been dealed.
503200000 records have been dealed.
503300000 records have been dealed.
503400000 records have been dealed.
503500000 records have been dealed.
503600000 records have been dealed.
503700000 records have been dealed.
503800000 records have been dealed.
503900000 records have been dealed.
504000000 records have been dealed.
504100000 records have been dealed.
504200000 records have been dealed.
504300000 records have been dealed.
504400000 records have been dealed.
504500000 records have been dealed.
504600000 records have been dealed.
504700000 records have been dealed.
504800000 records have been dealed.
504900000 records have been dealed.
505000000 records have been dealed.
505100000 records have been dealed.
505200000 records have been dealed.
505300000 records have been dealed.
505400000 records have been dealed.
505500000 records have been dealed.
505600000 records have been dealed.
505700000 records have been dealed.
505800000 records have been dealed.
505900000 records have been dealed.
506000000 records have been dealed.
506100000 records have been dealed.
506200000 records have been dealed.
506300000 records have been dealed.
506400000 records have been dealed.
506500000 records have been dealed.
506600000 records have been dealed.
506700000 records have been dealed.
506800000 records have been dealed.
506900000 records have been dealed.
507000000 records have been dealed.
507100000 records have been dealed.
507200000 records have been dealed.
507300000 records have been dealed.
507400000 records have been dealed.
507500000 records have been dealed.
507600000 records have been dealed.
507700000 records have been dealed.
507800000 records have been dealed.
507900000 records have been dealed.
508000000 records have been dealed.
508100000 records have been dealed.
508200000 records have been dealed.
508300000 records have been dealed.
508400000 records have been dealed.
508500000 records have been dealed.
508600000 records have been dealed.
508700000 records have been dealed.
508800000 records have been dealed.
508900000 records have been dealed.
509000000 records have been dealed.
509100000 records have been dealed.
509200000 records have been dealed.
509300000 records have been dealed.
509400000 records have been dealed.
509500000 records have been dealed.
509600000 records have been dealed.
509700000 records have been dealed.
509800000 records have been dealed.
509900000 records have been dealed.
510000000 records have been dealed.
510100000 records have been dealed.
510200000 records have been dealed.
510300000 records have been dealed.
510400000 records have been dealed.
510500000 records have been dealed.
510600000 records have been dealed.
510700000 records have been dealed.
510800000 records have been dealed.
510900000 records have been dealed.
511000000 records have been dealed.
511100000 records have been dealed.
511200000 records have been dealed.
511300000 records have been dealed.
511400000 records have been dealed.
511500000 records have been dealed.
511600000 records have been dealed.
511700000 records have been dealed.
511800000 records have been dealed.
511900000 records have been dealed.
512000000 records have been dealed.
512100000 records have been dealed.
512200000 records have been dealed.
512300000 records have been dealed.
512400000 records have been dealed.
512500000 records have been dealed.
512600000 records have been dealed.
512700000 records have been dealed.
512800000 records have been dealed.
512900000 records have been dealed.
513000000 records have been dealed.
513100000 records have been dealed.
513200000 records have been dealed.
513300000 records have been dealed.
513400000 records have been dealed.
513500000 records have been dealed.
513600000 records have been dealed.
513700000 records have been dealed.
513800000 records have been dealed.
513900000 records have been dealed.
514000000 records have been dealed.
514100000 records have been dealed.
514200000 records have been dealed.
