Date,Day,Tank,mV,Tin
2/22/17,7,H1,-28.8,9.87
2/22/17,7,3,-28.5,10.13
2/22/17,7,1,-29.2,10.27
2/22/17,7,2,-28.7,10.32
2/22/17,7,6,-55.6,10.4
2/22/17,7,4,-56.8,10.57
2/22/17,7,H2,-58.5,10.17
2/22/17,7,5,-56.8,10.62
