Date,Day,Tank,mV,Tin
3/23/17,36,3,-32.6,10.68
3/23/17,36,2,-33.2,10.93
3/23/17,36,1,-32.6,10.14
3/23/17,36,H1,-36.8,10.67
3/23/17,36,4,-59.1,11.11
3/23/17,36,5,-61.4,11.08
3/23/17,36,6,-60.8,11.08
3/23/17,36,H2,-59.7,11.06
