Date,Day,Tank,mV,Tin
3/20/17,33,2,-32,11.74
3/20/17,33,1,-31.6,10.68
3/20/17,33,3,-31.4,11.11
3/20/17,33,H1,-34.7,10.88
3/20/17,33,5,-60.2,11.46
3/20/17,33,6,-60.6,11.2
3/20/17,33,4,-60.7,11.4
3/20/17,33,H2,-61.9,11.32
