Date,Day,Tank,mV,Tin
4/4/17,48,2,-29.9,10.92
4/4/17,48,1,-30.4,10.96
4/4/17,48,3,-30.3,11.09
4/4/17,48,5,-59.7,11.75
4/4/17,48,4,-61.1,11.81
4/4/17,48,6,-61.4,11.99
4/4/17,48,H1,-35.1,11.29
4/4/17,48,H2,-63.1,11.76
