Date,Day,Tank,mV,Tin
4/8/17,52,H2,-61.7,10.42
4/8/17,52,1,-44,10.82
4/8/17,52,5,-56.4,10.62
4/8/17,52,3,-44.5,10.75
4/8/17,52,6,-55.8,10.68
4/8/17,52,2,-37.6,10.8
4/8/17,52,H1,-35.3,10.74
4/8/17,52,4,-57.6,11.08
