"","Date","Day","Tank","mV","Tin","pH"
"1","3/8/17",21,"1",-34,10.54,7.34868457358142
"2","3/8/17",21,"2",-33.2,10.83,7.33305486549325
"3","3/8/17",21,"3",-33.2,10.95,7.33246871978391
"4","3/8/17",21,"H2",-33.5,10.43,7.34034236132337
"5","3/8/17",21,"H1",-59.6,11.25,7.79882931871668
"6","3/8/17",21,"6",-60.4,11.72,7.80992015232905
"7","3/8/17",21,"5",-60.8,11.64,7.81752345377305
"8","3/8/17",21,"4",-60.7,11.8,7.81470151432003
