"","Date","Day","Tank","mV","Tin","pH"
"1","3/1/17",14,"1",-34.5,10.47,7.38139609294742
"2","3/1/17",14,"H1",-31.5,10.14,7.3305378442835
"3","3/1/17",14,"3",-31.7,10.55,7.33104748587212
"4","3/1/17",14,"2",-31.6,10.72,7.32800974328289
"5","3/1/17",14,"4",-58.2,10.99,7.7978085331902
"6","3/1/17",14,"5",-59.2,10.94,7.81600199896583
"7","3/1/17",14,"H2",-61,10.74,7.84978398552509
"8","3/1/17",14,"6",-60.1,11.18,7.8297637058833
