"","Date","Day","Tank","mV","Tin","pH"
"1","4/8/17",52,"H2",-61.7,10.42,7.86772372973493
"2","4/8/17",52,"1",-44,10.82,7.5520135454217
"3","4/8/17",52,"5",-56.4,10.62,7.77280570658411
"4","4/8/17",52,"3",-44.5,10.75,7.5610884333817
"5","4/8/17",52,"6",-55.8,10.68,7.76193488377825
"6","4/8/17",52,"2",-37.6,10.8,7.43847860319694
"7","4/8/17",52,"H1",-35.3,10.74,7.39779446004203
"8","4/8/17",52,"4",-57.6,11.08,7.79241923779355
