"","Date","Day","Tank","mV","Tin","pH"
"1","3/20/17",33,"2",-32,11.74,7.30623831916965
"2","3/20/17",33,"1",-31.6,10.68,7.30415902654304
"3","3/20/17",33,"3",-31.4,11.11,7.29858373979856
"4","3/20/17",33,"H1",-34.7,10.88,7.35822020843911
"5","3/20/17",33,"5",-60.2,11.46,7.80691641818089
"6","3/20/17",33,"6",-60.6,11.2,7.81569402607628
"7","3/20/17",33,"4",-60.7,11.4,7.8161614483914
"8","3/20/17",33,"H2",-61.9,11.32,7.83794281215495
