"","Date","Day","Tank","mV","Tin","pH"
"1","3/13/17",26,"H2",-35,13.94,7.36871520841013
"2","3/13/17",26,"2",-32,13.98,7.31569652057972
"3","3/13/17",26,"3",-31.5,14.02,7.30656682454654
"4","3/13/17",26,"1",-32.4,14.12,7.321472276
"5","3/13/17",26,"H1",-54.4,14.16,7.70702200728961
"6","3/13/17",26,"4",-56.9,14.19,7.75056335529621
"7","3/13/17",26,"6",-57.4,14.23,7.758916489027
"8","3/13/17",26,"5",-56.9,14.28,7.74962902778189
