"","Date","Day","Tank","mV","Tin","pH"
"1","4/4/17",48,"2",-29.9,10.92,7.28213220463493
"2","4/4/17",48,"1",-30.4,10.96,7.29075725183893
"3","4/4/17",48,"3",-30.3,11.09,7.28818642656307
"4","4/4/17",48,"5",-59.7,11.75,7.80421984101372
"5","4/4/17",48,"4",-61.1,11.81,7.82850387519256
"6","4/4/17",48,"6",-61.4,11.99,7.8323631753524
"7","4/4/17",48,"H1",-35.1,11.29,7.37200834987274
"8","4/4/17",48,"H2",-63.1,11.76,7.86428278631268
