"","Date","Day","Tank","mV","Tin","pH"
"1","2/27/17",12,"2",-29.8,10.26,7.3511083941667
"2","2/27/17",12,"1",-30,10.26,7.35466490117589
"3","2/27/17",12,"H1",-30,10.29,7.35412667937813
"4","2/27/17",12,"3",-29.4,10.3,7.34327927812968
"5","2/27/17",12,"4",-57.1,10.94,7.8232418555975
"6","2/27/17",12,"6",-57.9,10.99,7.83645334409601
"7","2/27/17",12,"H2",-59.1,11.47,7.84830372596005
"8","2/27/17",12,"5",-58.3,11.25,7.83844774244298
