"","Date","Day","Tank","mV","Tin","pH"
"1","3/31/17",44,"H1",-33.4,10.66,7.39259606836691
"2","3/31/17",44,"3",-33.6,11.23,7.3917797927855
"3","3/31/17",44,"1",-32.5,11.45,7.37061835629137
"4","3/31/17",44,"2",-32.8,11.68,7.37418528921367
"5","3/31/17",44,"4",-57.5,11.88,7.80940123263864
"6","3/31/17",44,"5",-61.2,11.88,7.87482265688271
"7","3/31/17",44,"H2",-61.9,12.02,7.88588655418222
"8","3/31/17",44,"6",-63.4,11.78,7.91466972364662
