"","Date","Day","Tank","mV","Tin","pH"
"1","3/29/17",42,"4",-56.4,10.76,7.80083858649837
"2","3/29/17",42,"2",-34.3,10.96,7.40717847111045
"3","3/29/17",42,"H1",-34.9,11.08,7.41700279692779
"4","3/29/17",42,"6",-55.4,11.43,7.77765967510188
"5","3/29/17",42,"3",-33.7,11.6,7.39221987466034
"6","3/29/17",42,"1",-31.7,11.71,7.35609515405219
"7","3/29/17",42,"H2",-54.7,11.72,7.76293120608991
"8","3/29/17",42,"5",-59.2,11.84,7.84154487402113
