"","Date","Day","Tank","mV","Tin","pH"
"1","2/17/17",2,"1",-28.6,10.35,7.32789924640343
"2","2/17/17",2,"2",-27.5,10.37,7.30816496616857
"3","2/17/17",2,"3",-27.5,10.35,7.30834466762701
"4","2/17/17",2,"4",-54.4,10.43,7.78568941457363
"5","2/17/17",2,"5",-54.7,10.35,7.7918760700983
"6","2/17/17",2,"6",-54.2,10.34,7.78309422632222
"7","2/17/17",2,"H1",-27.5,10.12,7.31041268769729
"8","2/17/17",2,"H2",-54.4,10.21,7.78803774242501
