"","Date","Day","Tank","mV","Tin","pH"
"1","2/22/17",7,"H1",-28.8,9.87,7.29828719372036
"2","2/22/17",7,"3",-28.5,10.13,7.29150272135263
"3","2/22/17",7,"1",-29.2,10.27,7.30317396041466
"4","2/22/17",7,"2",-28.7,10.32,7.2940052948935
"5","2/22/17",7,"6",-55.6,10.4,7.77167506894158
"6","2/22/17",7,"4",-56.8,10.57,7.79176071753239
"7","2/22/17",7,"H2",-58.5,10.17,7.82492645663851
"8","2/22/17",7,"5",-56.8,10.62,7.79139534276857
