Results of Photometric1

	Plate:1 - Wavelength:562

	1.159	1.161	1.172	0.831	0.799	0.82	0.657	0.665	0.655	0.504	0.503	0.51
	0.307	0.295	0.3	0.199	0.199	0.265	0.117	0.119	0.118	0.107	0.106	0.108
	0.269	0.261	0.254	0.718	0.722	0.715	0.273	0.282	0.267	0.529	0.534	0.536
	0.806	0.785	0.749	0.453	0.457	0.45	0.329	0.33	0.334	0.314	0.319	0.306
	0.25	0.245	0.238	0.5	0.5	0.506	0.886	0.901	0.884	0.832	0.852	0.839
	1.245	1.241	1.212	0.625	0.643	0.633	0.265	0.275	0.271	0.808	0.807	0.848
	0.249	0.239	0.239	0.238	0.234	0.234	0.994	0.984	0.984	0.864	0.907	0.916
	0.286	0.283	0.275	0.353	0.36	0.353	0.611	0.617	0.615	0.904	0.909	0.887

