Results of Photometric1

	Plate:1 - Wavelength:562

	1.212	1.17	1.166	0.857	0.854	0.844	0.678	0.665	0.684	0.507	0.517	0.515
	0.339	0.308	0.314	0.205	0.202	0.203	0.125	0.126	0.121	0.116	0.115	0.121
	1.495	1.47	1.377	0.346	0.35	0.337	0.118	0.123	0.119	0.621	0.615	0.604
	1.29	1.255	1.128	1.598	1.577	1.576	0.158	0.157	0.157	1.135	1.096	1.075
	1.287	1.248	1.22	1.123	1.107	1.087	0.371	0.366	0.333	0.355	0.307	0.303
	1.137	1.114	1.08	0.298	0.295	0.278	0.647	0.597	0.564	0.307	0.308	0.301
	1.177	1.173	1.124	0.115	0.113	0.116	0.119	0.118	0.117	0.12	0.115	0.121
	0.119	0.114	0.115	0.112	0.114	0.113	0.116	0.113	0.111	0.117	0.116	0.117

