Results of Photometric1

	Plate:1 - Wavelength:562

	1.232	1.156	1.126	0.828	0.819	0.829	0.664	0.654	0.647	0.496	0.497	0.503
	0.307	0.305	0.305	0.207	0.203	0.2	0.125	0.125	0.126	0.14	0.129	0.13
	0.544	0.519	0.468	1.009	1.002	0.933	0.118	0.128	0.121	1.09	1.047	0.986
	1.729	1.673	1.639	1.891	1.859	1.724	3.062	3.003	2.88	2.265	2.294	2.158
	1.683	1.599	1.507	2.462	2.425	2.299	1.696	1.495	1.471	0.443	0.409	0.392
	1.741	1.69	1.489	2.232	2.071	1.796	1.638	1.626	1.514	0.899	0.829	0.793
	1.703	1.686	1.614	1.182	1.112	1.113	1.295	1.249	1.235	0.807	0.787	0.782
	1.17	1.173	1.138	0.805	0.781	0.761	0.775	0.75	0.741	0.633	0.628	0.589

