,Protein.Name,Sample,Replicate1,Replicate2,CoV
4078,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y8,O56,0.001366729,0.001553451,9.042745154
4079,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O56,0.001366519,0.001111761,14.53760303
4081,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O56,0.000823879,0.000805587,1.58753297
4082,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y7,O56,0.000802266,0.000935188,10.81923807
4083,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y8,O56,0.002373879,0.002521103,4.253484321
4084,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O56,0.014337687,0.015756995,6.669634052
4086,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y5,O56,0.001234696,0.001273239,2.173432149
4087,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O56,0.001673505,0.002047371,14.20973823
4089,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O56,0.000423972,0.00051885,14.2314789
4090,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O56,0.000575654,0.00061507,4.681430722
4094,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y3,O56,0.005479836,0.005956667,5.89638069
4095,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y6,O56,0.057285794,0.063117559,6.849776144
4096,CHOYP_PDIA1.1.1|m.5297 LITLGEDMTK y7,O56,0.02656285,0.028029906,3.800375924
4097,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O56,0.028455888,0.030660141,5.273162878
4098,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O56,0.053040607,0.055556408,3.276222489
4099,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O56,0.026604322,0.028479202,4.813562633
4100,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O56,0.009744766,0.012411878,17.02363101
4101,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O56,0.028941285,0.036233568,15.82335067
4102,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O56,0.016118037,0.019795962,14.48285216
4103,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y4,O56,0.011809439,0.01160662,1.224929165
4104,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y5,O56,0.01992965,0.020381385,1.584802769
4105,CHOYP_PDIA3.1.1|m.60223 IFFAVSNSK y6,O56,0.034733949,0.036386854,3.286748443
4106,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O56,0.011660117,0.012444554,4.602268542
4107,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O56,0.020221028,0.021013005,2.716261437
4108,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O56,0.017705444,0.019719883,7.612081972
4110,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O56,0.002694603,0.00309608,9.804962006
4111,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O56,0.016498481,0.018345986,7.498367115
4113,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O56,0.00834028,0.009681244,10.5230228
4114,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y8,O56,0.00106757,0.001147958,5.1312968
4115,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O56,0.002279603,0.002916127,17.32539774
4116,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O56,0.004818902,0.004826103,0.105591876
4117,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O56,0.004888808,0.005356808,6.459842728
4118, ELGLNNDITNMNGGAIALGHPLAASGTR y10,O60,0.00098372,0.001241399,16.3771933
4119, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O60,0.000684953,0.000637716,5.050638486
4120, ELGLNNDITNMNGGAIALGHPLAASGTR y8,O60,0.001534953,0.001843916,12.93155727
4121, ITGHLAHELQR y5,O60,0.000735972,0.00080951,6.729275543
4122, ITGHLAHELQR y6,O60,0.001930948,0.001943497,0.458038619
4123, ITGHLAHELQR y7,O60,0.001503649,0.001699347,8.640621341
4124, QYNLTPLAR y4,O60,0.009932156,0.010729627,5.458356488
4125, QYNLTPLAR y5,O60,0.009118697,0.011215524,14.58311228
4126, QYNLTPLAR y6,O60,0.003842204,0.004480303,10.84299018
4127,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O60,0.011140332,0.014075688,16.46263055
4128,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O60,0.008484645,0.009797296,10.15411645
4129,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O60,0.030178981,0.034045152,8.513296325
4137,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O60,0.003726161,0.004391166,11.58581183
4139,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y5,O60,0.000882607,0.000889161,0.523152414
4140,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O60,0.003402701,0.004134755,13.73514291
4141,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O60,0.002475735,0.00303972,14.46111371
4142,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O60,0.001812085,0.001837249,0.975175674
4143,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O60,0.00507654,0.005279767,2.775176814
4144,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O60,0.002099289,0.002232821,4.359121827
4145,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O60,0.002051564,0.002467855,13.02656428
4146,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O60,0.005243981,0.005888695,8.189969217
4147,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O60,0.00970673,0.011313287,10.808814
4148,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O60,0.002887725,0.003531981,14.19248539
4150,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O60,0.041433673,0.053488765,17.96042585
4151,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O60,0.021196943,0.018702867,8.840032258
4152,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O60,0.182707844,0.162679837,8.20060483
4153,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O60,0.153791422,0.134365058,9.534065227
4154,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O60,0.06694218,0.07197338,5.121953993
4155,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O60,0.116244597,0.126952191,6.226572621
4156,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O60,0.042093791,0.044524895,3.969235588
4157,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O60,0.01025737,0.012968788,16.50950829
4158,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O60,0.010414621,0.013667413,19.10196744
4160,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O60,0.000705213,0.00060704,10.58016316
4161,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O60,0.001802133,0.001500326,12.92426776
4163,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O60,0.000861114,0.000957436,7.490589893
4164,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O60,0.000822654,0.001081655,19.23441497
4166,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O60,0.011242986,0.010735361,3.266348541
4167,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O60,0.009792322,0.010382261,4.135398654
4168,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O60,0.006619218,0.006429068,2.060908976
4169,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O60,0.001956303,0.001958135,0.066182426
4170,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O60,0.005778578,0.006195991,4.929700536
4171,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O60,0.002154621,0.002484149,10.04627156
4172,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y3,O60,0.000805,0.000721259,7.759367441
4173,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O60,0.013001564,0.015192774,10.99099681
4174,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O60,0.011893033,0.013368648,8.260869529
4176,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y6,O60,0.00428827,0.005645828,19.32612406
4178,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O60,0.002804834,0.002629091,4.573828962
4179,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O60,0.003277701,0.003167669,2.414280893
4180,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O60,0.008532014,0.008647273,0.948817885
4181,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O60,0.00613372,0.006986993,9.196982566
4182,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O60,0.023405166,0.02817042,13.06642737
4183,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O60,0.021251019,0.024931935,11.27169355
4184,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O60,0.004649052,0.00562662,13.45400844
4186,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O60,0.002348697,0.002854662,13.75156055
4187,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y5,O60,0.002511848,0.002254312,7.641598947
4188,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O60,0.00668654,0.006675594,0.115848332
4189,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y8,O60,0.003981327,0.003701725,5.1466142
4190,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O60,0.003763341,0.004767086,16.64054722
4191,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O60,0.003747583,0.004360723,10.69410168
4192,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O60,0.002779502,0.003227739,10.5523016
4195,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O60,0.03290737,0.043597226,19.76056445
4196,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y4,O60,0.000672393,0.000577296,10.76170849
4198,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y6,O60,0.004373673,0.003900186,8.09309175
4199,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y6,O60,0.002068791,0.002104289,1.202975882
4200,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O60,0.000776848,0.000768951,0.722503704
4201,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y8,O60,0.001077156,0.001151818,4.737052996
4211,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O60,0.012858152,0.01383366,5.168538949
4212,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O60,0.041445687,0.041310979,0.230200355
4213,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O60,0.024075569,0.023184848,2.665377734
4217,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O60,0.01761282,0.021425967,13.81345383
4218,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O60,0.028939076,0.035161399,13.72796899
4219,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O60,0.02587346,0.031942937,14.84619876
4221,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O60,0.005022749,0.006126597,14.00150972
4222,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O60,0.028806801,0.036025058,15.74558794
4224,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O60,0.015254692,0.019981259,18.97032644
4225,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y8,O60,0.001897464,0.00247655,18.72309255
4226,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O60,0.004760592,0.005683007,12.49082
4227,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O60,0.008315213,0.01002042,13.15212794
4228,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O60,0.008533863,0.010775385,16.41695745
4230, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O64,0.000359134,0.000402231,8.005097238
4233, ITGHLAHELQR y6,O64,0.001298714,0.00133797,2.10553828
4235, QYNLTPLAR y4,O64,0.008487559,0.009425865,7.407654368
4236, QYNLTPLAR y5,O64,0.008181391,0.00958589,11.17931922
4237, QYNLTPLAR y6,O64,0.00381874,0.004541178,12.22118811
4238,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O64,0.010017717,0.012461529,15.37450401
4239,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O64,0.007776955,0.008473534,6.062037172
4240,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O64,0.026993465,0.030697895,9.080831948
4242,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y5,O64,0.017569528,0.022978772,18.86596195
4243,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y6,O64,0.035612415,0.043422832,13.97553451
4245,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O64,0.001546168,0.001715539,7.343596207
4246,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O64,0.000854751,0.000765163,7.82117098
4247,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O64,0.001526509,0.001760602,10.07135327
4248,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O64,0.003163491,0.002812005,8.318573075
4249,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y8,O64,0.002337822,0.002468271,3.838523185
4251,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O64,0.00209727,0.002731704,18.58003256
4253,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O64,0.000809843,0.00103005,16.9260192
4254,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O64,0.003164357,0.002826692,7.970737134
4255,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O64,0.001059843,0.001091679,2.092652
4256,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O64,0.00197357,0.002026241,1.862291136
4257,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O64,0.003880945,0.004020802,2.503090053
4258,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O64,0.007067822,0.007665113,5.733395552
4259,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O64,0.002209816,0.002393534,5.644060548
4260,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O64,0.015998346,0.020304912,16.77646583
4261,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O64,0.036560971,0.041854662,9.547087322
4262,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O64,0.010558268,0.01165614,6.98927635
4263,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O64,0.095899449,0.105062581,6.448295943
4264,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O64,0.084316877,0.089714286,4.386047309
4265,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O64,0.039039843,0.041263734,3.916460625
4266,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O64,0.072454436,0.078781805,5.91673714
4267,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O64,0.031134934,0.03353619,5.251012629
4271,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O64,0.000330472,0.000343308,2.69414131
4272,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y8,O64,0.001055433,0.00104213,0.896894106
4275,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O64,0.000600866,0.000557945,5.238115231
4276,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y9,O64,0.00119727,0.001244962,2.761684567
4277,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O64,0.008310341,0.008888321,4.752617274
4278,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O64,0.00735811,0.007881554,4.857463399
4279,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O64,0.005236929,0.005007945,3.160923821
4280,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y4,O64,0.001789318,0.002184411,14.06101319
4281,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y5,O64,0.005760787,0.006617569,9.788634411
4282,CHOYP_G6PD.2.2|m.46923 SDELYEAWR y6,O64,0.002420499,0.002641604,6.177080243
4283,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y3,O64,0.0006321,0.000675739,4.718908478
4284,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y4,O64,0.010765433,0.011762907,6.26163098
4285,CHOYP_G6PD.2.2|m.46923 TYFIGYAR y5,O64,0.009788504,0.011016742,8.348811345
4286,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y4,O64,0.006013858,0.007706717,17.44871096
4288,CHOYP_HS12A.25.33|m.60352 APTTLLLEPDGK y7,O64,0.007295171,0.009349774,17.45664283
4289,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y4,O64,0.003140394,0.003636416,10.35120575
4290,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y5,O64,0.004091496,0.004337118,4.121218385
4291,CHOYP_HS12A.25.33|m.60352 GIAEAISSSK y6,O64,0.011185039,0.011099649,0.541896943
4292,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y5,O64,0.006402887,0.007203885,8.325131362
4293,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y7,O64,0.025759711,0.029096942,8.603436641
4294,CHOYP_LOC100633041.1.1|m.35428 AVVEAANNFGR y8,O64,0.024153412,0.026021479,5.265273354
4295,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y7,O64,0.005312625,0.005707569,5.068291319
4296,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y8,O64,0.011749134,0.013963409,12.17871501
4297,CHOYP_LOC100633041.1.1|m.35428 SLTNVILGGYGTK y9,O64,0.002621391,0.003429298,18.88302664
4299,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y7,O64,0.003554252,0.002885589,14.6840937
4300,CHOYP_LOC100883864.1.1|m.41791 DYYLSLAHTVR y8,O64,0.002114383,0.001791754,11.68074696
4301,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y6,O64,0.001806483,0.00223,14.83825349
4302,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y8,O64,0.001758583,0.001981328,8.422925315
4303,CHOYP_LOC100883864.1.1|m.41791 IEDGWQVEEPDEWLR y9,O64,0.001245512,0.001200501,2.602379454
4306,CHOYP_LOC100883864.1.1|m.41791 VLYPNDNFFSGK y9,O64,0.017662336,0.020854436,11.72037806
4307,CHOYP_MRP1.5.10|m.34368 DSTVLTIAHR y4,O64,0.000381181,0.000392306,2.033990313
4311,CHOYP_MRP1.5.10|m.34368 LYAWEPSFQDK y7,O64,0.000381417,0.000492306,17.94847135
4319,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y5,O64,0.033076115,0.039917594,13.25499382
4320,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y6,O64,0.064514068,0.070683634,6.453573944
4321,CHOYP_PDIA1.1.1|m.5297 TSPEIVNWLR y7,O64,0.03271126,0.035859023,6.492037899
4322,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y7,O64,0.011570079,0.011869398,1.805936431
4323,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y8,O64,0.035616562,0.035876466,0.514120691
4324,CHOYP_PDIA3.1.1|m.60223 AGEFSEEYGGPR y9,O64,0.020486483,0.019524787,3.399151014
4328,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y5,O64,0.013188294,0.016304311,14.94175668
4329,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y6,O64,0.023041785,0.029245815,16.77993089
4330,CHOYP_PDIA3.1.1|m.60223 VADAMSTDLK y7,O64,0.020474016,0.024313559,12.12375092
4331,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y3,O64,0.000989659,0.001008521,1.334995698
4332,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y6,O64,0.003571522,0.004098396,9.714730655
4333,CHOYP_PSA.1.1|m.27259 AGMISTVDVLK y7,O64,0.023967192,0.027267293,9.10919374
4335,CHOYP_PSA.1.1|m.27259 SENDLPEDSTWK y7,O64,0.012332966,0.016063308,18.57814435
4337,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y4,O64,0.00326643,0.004025363,14.71919406
4338,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y6,O64,0.00608231,0.007861153,18.04188967
4339,CHOYP_PSA.1.1|m.27259 YFQIAYPLPK y7,O64,0.00638273,0.00793198,15.30572979
4340, ELGLNNDITNMNGGAIALGHPLAASGTR y10,O66,0.00097137,0.000851791,9.275676851
4341, ELGLNNDITNMNGGAIALGHPLAASGTR y12,O66,0.000635015,0.000613408,2.447598467
4342, ELGLNNDITNMNGGAIALGHPLAASGTR y8,O66,0.001359679,0.001523955,8.056542435
4343, ITGHLAHELQR y5,O66,0.000516414,0.00055505,5.099492342
4344, ITGHLAHELQR y6,O66,0.001808338,0.001486393,13.8190091
4345, ITGHLAHELQR y7,O66,0.00146449,0.001104577,19.81238376
4346, QYNLTPLAR y4,O66,0.005946356,0.006347413,4.613561716
4347, QYNLTPLAR y5,O66,0.006481866,0.006611692,1.402225486
4348, QYNLTPLAR y6,O66,0.002341837,0.002947811,16.20102129
4349,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y4,O66,0.012819067,0.013766095,5.037769248
4350,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y5,O66,0.009037609,0.009873781,6.252979946
4351,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VNSGELFGK y6,O66,0.032992099,0.035199129,4.577145991
4352,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y4,O66,0.009406501,0.011763035,15.74262849
4353,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y5,O66,0.021386851,0.027385672,17.39424691
4354,CHOYP_BRAFLDRAFT_119799.1.1|m.23765 VPAVDLFEK y6,O66,0.041382362,0.053568905,18.15075911
4355,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y11,O66,0.000381691,0.000421443,6.999776652
4356,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y8,O66,0.002263207,0.002743035,13.5546593
4357,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 DAIQDYIGSLNWGYR y9,O66,0.001188367,0.001002189,12.01958852
4358,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y6,O66,0.001912566,0.001995448,2.999300897
4359,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 IGDYMEVEGVK y7,O66,0.003474169,0.004550572,18.96963076
4361,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y5,O66,0.000688776,0.000744055,5.456097674
4362,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y7,O66,0.003019242,0.003245174,5.100496208
4363,CHOYP_BRAFLDRAFT_122807.1.1|m.3729 VIGLHVLGPNAGEITQGYAVAMR y9,O66,0.002159184,0.002184726,0.831573971
4364,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y5,O66,0.001031924,0.001058408,1.791758079
4365,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y7,O66,0.003554402,0.004403657,15.09195974
4366,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 GMPEMVSGEDK y8,O66,0.001429913,0.001146418,15.56174385
4367,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y4,O66,0.001883557,0.002043806,5.770449218
4368,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y5,O66,0.004270758,0.005337338,15.69897159
4369,CHOYP_BRAFLDRAFT_275870.1.1|m.12895 TGFLQLDEK y6,O66,0.008088688,0.009223557,9.27059052
4370,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y4,O66,0.001934898,0.001795224,5.295510032
4371,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y5,O66,0.012432507,0.011961692,2.729476866
4372,CHOYP_CAH2.1.1|m.42306 IQEAGSSVK y6,O66,0.02814758,0.02673296,3.64532627
4373,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y7,O66,0.017673936,0.015956468,7.222235135
4374,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y8,O66,0.155326501,0.148945323,2.96588374
4375,CHOYP_CAH2.1.1|m.42306 NAEVSNTGSSIK y9,O66,0.131278659,0.125295896,3.297639985
4376,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y4,O66,0.059431603,0.059964453,0.631145318
4377,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y5,O66,0.111033994,0.108862637,1.39645751
4378,CHOYP_CAH2.1.1|m.42306 QSPIDISTK y6,O66,0.042103236,0.042953831,1.414253507
4379,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y6,O66,0.01268344,0.01527092,13.09008491
4380,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y7,O66,0.013350233,0.016493159,14.89364367
4381,CHOYP_CATA.1.3|m.11120 IQIMTPEQAEK y8,O66,0.023420087,0.027558433,11.48033351
4382,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y5,O66,0.000725102,0.000596443,13.76810376
4384,CHOYP_CATA.1.3|m.11120 LQAHLDSVSNVSK y9,O66,0.002372478,0.001986766,12.51315719
4385,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y4,O66,0.001030058,0.001218383,11.84515872
4386,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y5,O66,0.00092312,0.000929677,0.500493066
4387,CHOYP_CATA.1.3|m.11120 LVENIGNHLINTQK y9,O66,0.00178656,0.002185124,14.19185057
4388,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y10,O66,0.013747872,0.013130746,3.24699426
4389,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y7,O66,0.011990321,0.01169301,1.775345285
4390,CHOYP_CATA.3.3|m.21642 TDQGIQNLSAAEANR y9,O66,0.008389592,0.007572811,7.23639561
