Date,Time,CI-Tide,FB-Tide,PG-Tide,SK-Tide,WB-Tide,,
6/17/16,21:20,9.0251,5.583742,6.612704,7.562005,7.174357,,
6/17/16,21:30,8.752801,5.558567,6.5396,7.451714,7.435684,,
6/17/16,21:40,8.493566,5.543357,6.479127,7.35568,7.694558,,
6/17/16,21:50,8.250367,5.538289,6.431686,7.274545,7.950898,,
6/17/16,22:00,8.025875,5.543412,6.397519,7.209149,8.204324,,
6/17/16,22:10,7.8221,5.558647,6.376726,7.159635,8.454111,,
6/17/16,22:20,7.641708,5.583799,6.369283,7.126366,8.699174,,
6/17/16,22:30,7.485936,5.61856,6.375455,7.109281,8.938094,,
6/17/16,22:40,7.356015,5.662521,6.395512,7.108502,9.169164,,
6/17/16,22:50,7.252824,5.715176,6.429144,7.12538,9.390459,,
6/17/16,23:00,7.176913,5.77594,6.475981,7.159869,9.599911,,
6/17/16,23:10,7.128535,5.844151,6.535598,7.211617,9.795391,,
6/17/16,23:20,7.107674,5.919085,6.607527,7.279935,9.974772,,
6/17/16,23:30,7.114578,5.999962,6.69125,7.364304,10.135993,,
6/17/16,23:40,7.149934,6.085959,6.786199,7.464079,10.2771,,
6/17/16,23:50,7.213078,6.176212,6.891738,7.578742,10.396276,,
6/18/16,0:00,7.303303,6.269831,7.007155,7.707128,10.491859,,
6/18/16,0:10,7.419757,6.365899,7.131643,7.848523,10.56235,,
6/18/16,0:20,7.561492,6.463483,7.264283,8.002175,10.606423,,
6/18/16,0:30,7.727465,6.561637,7.404031,8.16644,10.622931,,
6/18/16,0:40,7.916524,6.659403,7.549707,8.340249,10.610927,,
6/18/16,0:50,8.127387,6.755819,7.699982,8.522416,10.569681,,
6/18/16,1:00,8.358617,6.849917,7.853385,8.710675,10.498719,,
6/18/16,1:10,8.608584,6.940725,8.008301,8.903443,10.397855,,
6/18/16,1:20,8.875436,7.027272,8.162992,9.098979,10.267232,,
6/18/16,1:30,9.157062,7.108585,8.315607,9.294414,10.10736,,
6/18/16,1:40,9.45156,7.183692,8.464219,9.487681,9.919133,,
6/18/16,1:50,9.755273,7.251626,8.606851,9.676583,9.703838,,
6/18/16,2:00,10.06568,7.311422,8.741514,9.857937,9.463138,,
6/18/16,2:10,10.379496,7.362124,8.86625,10.02946,9.199026,,
6/18/16,2:20,10.693168,7.402791,8.979169,10.18859,8.91376,,
6/18/16,2:30,11.002919,7.432492,9.078491,10.333069,8.609766,,
6/18/16,2:40,11.304798,7.450325,9.162581,10.46009,8.289538,,
6/18/16,2:50,11.59475,7.455412,9.229982,10.567746,7.955517,,
6/18/16,3:00,11.868694,7.446915,9.279438,10.65424,7.609982,,
6/18/16,3:10,12.122601,7.42404,9.309913,10.717638,7.254956,,
6/18/16,3:20,12.352583,7.386053,9.320602,10.756735,6.892137,,
6/18/16,3:30,12.555278,7.332284,9.31026,10.770473,6.522866,,
6/18/16,3:40,12.726652,7.262143,9.277821,10.7588,6.148139,,
6/18/16,3:50,12.864053,7.175131,9.223017,10.722254,5.768659,,
6/18/16,4:00,12.964895,7.070852,9.146069,10.66066,5.384938,,
6/18/16,4:10,13.027044,6.949026,9.046925,10.573884,4.997429,,
6/18/16,4:20,13.048839,6.809499,8.926265,10.462443,4.606679,,
6/18/16,4:30,13.034728,6.652254,8.784398,10.326336,4.213505,,
6/18/16,4:40,12.990345,6.477421,8.621578,10.16653,3.819142,,
6/18/16,4:50,12.915478,6.285288,8.438959,9.983082,3.425388,,
6/18/16,5:00,12.810377,6.076302,8.236932,9.777286,3.034691,,
6/18/16,5:10,12.674963,5.851077,8.015785,9.54916,2.650197,,
6/18/16,5:20,12.510161,5.610398,7.776958,9.300228,2.275722,,
6/18/16,5:30,12.316035,5.355217,7.520366,9.030416,1.915673,,
6/18/16,5:40,12.093579,5.08665,7.247615,8.741438,1.574897,,
6/18/16,5:50,11.844062,4.805977,6.959074,8.433133,1.258478,,
6/18/16,6:00,11.567521,4.514628,6.655062,8.107415,0.971499,,
6/18/16,6:10,11.265806,4.214175,6.337527,7.764104,0.718779,,
6/18/16,6:20,10.938845,3.906316,6.007005,7.405378,0.504606,,
6/18/16,6:30,10.588102,3.592865,5.664073,7.031143,0.3325,,
6/18/16,6:40,10.215239,3.275727,5.311207,6.643939,0.205005,,
6/18/16,6:50,9.82006,2.95688,4.948721,6.243879,0.123549,,
6/18/16,7:00,9.40504,2.638358,4.579526,5.833948,0.088364,,
6/18/16,7:10,8.970027,2.322223,4.204906,5.414582,0.098489,,
6/18/16,7:20,8.517103,2.010541,3.826309,4.989254,0.151846,,
6/18/16,7:30,8.048648,1.705363,3.447288,4.558787,0.245382,,
6/18/16,7:40,7.564858,1.408698,3.069653,4.127124,0.375272,,
6/18/16,7:50,7.069381,1.122488,2.695373,3.695475,0.537161,,
6/18/16,8:00,6.562817,0.84859,2.328407,3.26815,0.726423,,
6/18/16,8:10,6.048543,0.588753,1.970296,2.846675,0.938421,,
6/18/16,8:20,5.53026,0.344595,1.625034,2.435547,1.168746,,
6/18/16,8:30,5.009287,0.117594,1.294763,2.036472,1.413417,,
6/18/16,8:40,4.490689,-0.090934,0.981645,1.653896,1.669029,,
6/18/16,8:50,3.976221,-0.279841,0.689272,1.289536,1.932839,,
6/18/16,9:00,3.470433,-0.448161,0.41946,0.947518,2.202793,,
6/18/16,9:10,2.977914,-0.595111,0.173949,0.62939,2.477489,,
6/18/16,9:20,2.500795,-0.7201,-0.04456,0.338711,2.756094,,
6/18/16,9:30,2.044444,-0.822721,-0.23521,0.076701,3.038215,,
6/18/16,9:40,1.610979,-0.902754,-0.396079,-0.153847,3.32375,,
6/18/16,9:50,1.204684,-0.960159,-0.526545,-0.351836,3.612731,,
6/18/16,10:00,0.829426,-0.995064,-0.626098,-0.516287,3.905171,,
6/18/16,10:10,0.486893,-1.007759,-0.694054,-0.64576,4.200931,,
6/18/16,10:20,0.180848,-0.99868,-0.730551,-0.740155,4.499618,,
6/18/16,10:30,-0.087514,-0.968395,-0.735726,-0.798939,4.80052,,
6/18/16,10:40,-0.315824,-0.91759,-0.70913,-0.822405,5.102574,,
6/18/16,10:50,-0.502408,-0.847052,-0.651298,-0.809841,5.404377,,
6/18/16,11:00,-0.646931,-0.757652,-0.563101,-0.759921,5.70422,,
6/18/16,11:10,-0.748359,-0.650328,-0.445362,-0.673708,6.000151,,
6/18/16,11:20,-0.806885,-0.52607,-0.299644,-0.552313,6.290048,,
6/18/16,11:30,-0.822507,-0.385903,-0.127047,-0.397065,6.571693,,
6/18/16,11:40,-0.794414,-0.230875,0.071425,-0.209431,6.842855,,
6/18/16,11:50,-0.722415,-0.062042,0.293695,0.009396,7.101343,,
6/18/16,12:00,-0.607941,0.119541,0.538594,0.25704,7.345065,,
6/18/16,12:10,-0.452331,0.31283,0.805045,0.5321,7.572057,,
6/18/16,12:20,-0.257195,0.5168,1.090577,0.832774,7.780509,,
6/18/16,12:30,-0.02429,0.730449,1.394472,1.157192,7.968769,,
6/18/16,12:40,0.244508,0.952801,1.713999,1.503993,8.135357,,
6/18/16,12:50,0.547229,1.182908,2.047835,1.870015,8.278962,,
6/18/16,13:00,0.881818,1.419849,2.394667,2.253685,8.398459,,
6/18/16,13:10,1.246141,1.662726,2.751358,2.652779,8.492919,,
6/18/16,13:20,1.637985,1.910664,3.116387,3.06496,8.56164,,
6/18/16,13:30,2.055047,2.162803,3.488201,3.488478,8.604177,,
6/18/16,13:40,2.494926,2.418292,3.863325,3.919389,8.62038,,
6/18/16,13:50,2.955879,2.676286,4.240062,4.355723,8.610431,,
6/18/16,14:00,3.433752,2.935937,4.616695,4.794747,8.57487,,
6/18/16,14:10,3.926516,3.19639,4.989635,5.233681,8.514614,,
6/18/16,14:20,4.431274,3.456778,5.357797,5.670436,8.430948,,
6/18/16,14:30,4.945,3.716213,5.717721,6.100813,8.325498,,
6/18/16,14:40,5.464563,3.973789,6.067881,6.522827,8.200175,,
6/18/16,14:50,5.986742,4.228578,6.406833,6.933896,8.057094,,
6/18/16,15:00,6.50827,4.479627,6.73164,7.331598,7.89848,,
6/18/16,15:10,7.025865,4.725963,7.041263,7.71433,7.726551,,
6/18/16,15:20,7.536286,4.966595,7.334794,8.078867,7.543412,,
6/18/16,15:30,8.036381,5.20052,7.610128,8.424149,7.350949,,
6/18/16,15:40,8.523142,5.426731,7.866883,8.74877,7.150745,,
6/18/16,15:50,8.994518,5.644221,8.104801,9.052103,6.944038,,
6/18/16,16:00,9.446392,5.852001,8.322699,9.332355,6.731703,,
6/18/16,16:10,9.877275,6.049104,8.521117,9.589525,6.514291,,
6/18/16,16:20,10.285213,6.234606,8.699409,9.823367,6.292105,,
6/18/16,16:30,10.668593,6.407633,8.858087,10.033864,6.065321,,
6/18/16,16:40,11.026157,6.567376,8.997651,10.221485,5.834132,,
6/18/16,16:50,11.356997,6.713108,9.118014,10.385946,5.598914,,
6/18/16,17:00,11.660538,6.844198,9.21984,10.52801,5.360393,,
6/18/16,17:10,11.936513,6.96012,9.303686,10.648172,5.119797,,
6/18/16,17:20,12.184923,7.060468,9.369697,10.746951,4.878971,,
6/18/16,17:30,12.405992,7.144966,9.418413,10.824959,4.640448,,
6/18/16,17:40,12.600117,7.213476,9.450213,10.882406,4.407461,,
6/18/16,17:50,12.767814,7.266009,9.465282,10.919845,4.183893,,
6/18/16,18:00,12.909881,7.302723,9.464331,10.937623,3.974157,,
6/18/16,18:10,13.026458,7.323929,9.449343,10.936433,3.78302,,
6/18/16,18:20,13.11839,7.330091,9.420645,10.918329,3.615379,,
6/18/16,18:30,13.18622,7.321822,9.378522,10.883814,3.476008,,
6/18/16,18:40,13.230423,7.299877,9.323164,10.832989,3.369288,,
6/18/16,18:50,13.251408,7.265147,9.25487,10.76617,3.29895,,
6/18/16,19:00,13.248608,7.218648,9.173884,10.683702,3.267849,,
6/18/16,19:10,13.218454,7.161505,9.080994,10.586042,3.277783,,
6/18/16,19:20,13.160727,7.094942,8.976729,10.473784,3.329381,,
6/18/16,19:30,13.075999,7.020263,8.861904,10.347916,3.422061,,
6/18/16,19:40,12.964437,6.938835,8.737288,10.208948,3.554068,,
6/18/16,19:50,12.827009,6.852066,8.604457,10.058226,3.722582,,
6/18/16,20:00,12.664026,6.76139,8.464536,9.897093,3.923892,,
6/18/16,20:10,12.477059,6.668245,8.319001,9.727089,4.153619,,
6/18/16,20:20,12.266772,6.574056,8.169209,9.549938,4.406973,,
6/18/16,20:30,12.035493,6.480211,8.017385,9.367843,4.679013,,
6/18/16,20:40,11.784831,6.388051,7.865071,9.18219,4.964907,,
6/18/16,20:50,11.516606,6.298845,7.714093,8.995403,5.260149,,
6/18/16,21:00,11.234354,6.213781,7.566028,8.809646,5.560747,,
6/18/16,21:10,10.940056,6.133952,7.423159,8.627093,5.863337,,
6/18/16,21:20,10.637912,6.060343,7.286932,8.449881,6.165253,,
6/18/16,21:30,10.330323,5.993824,7.158928,8.280347,6.464518,,
6/18/16,21:40,10.021902,5.935141,7.040389,8.119835,6.759791,,
6/18/16,21:50,9.715259,5.884915,6.932975,7.970411,7.050265,,
6/18/16,22:00,9.415087,5.843638,6.837546,7.833646,7.335529,,
6/18/16,22:10,9.124433,5.811672,6.754964,7.710895,7.615413,,
6/18/16,22:20,8.846253,5.789254,6.685783,7.603278,7.889839,,
6/18/16,22:30,8.584689,5.776497,6.630689,7.511818,8.158677,,
6/18/16,22:40,8.341767,5.773398,6.589813,7.436838,8.421625,,
6/18/16,22:50,8.120882,5.779842,6.563236,7.378915,8.67813,,
6/18/16,23:00,7.92348,5.795612,6.550869,7.338236,8.927336,,
6/18/16,23:10,7.752024,5.820395,6.552657,7.314791,9.168078,,
6/18/16,23:20,7.607313,5.853796,6.568673,7.308412,9.398899,,
6/18/16,23:30,7.490813,5.89534,6.598502,7.319965,9.618105,,
6/18/16,23:40,7.402838,5.944487,6.641603,7.349761,9.823826,,
6/18/16,23:50,7.343534,6.000638,6.697474,7.39713,10.014096,,
6/19/16,0:00,7.313,6.063143,6.765283,7.461307,10.186926,,
6/19/16,0:10,7.310997,6.131307,6.844422,7.541462,10.34037,,
6/19/16,0:20,7.339009,6.204398,6.934165,7.636703,10.472584,,
6/19/16,0:30,7.396666,6.281654,7.033922,7.746091,10.581861,,
6/19/16,0:40,7.482653,6.362283,7.142551,7.868638,10.66666,,
6/19/16,0:50,7.595773,6.445467,7.259341,8.003296,10.725614,,
6/19/16,1:00,7.734901,6.530368,7.383349,8.148943,10.757537,,
6/19/16,1:10,7.898123,6.616123,7.513766,8.304112,10.761428,,
6/19/16,1:20,8.084429,6.701853,7.649032,8.467985,10.736467,,
6/19/16,1:30,8.291592,6.786654,7.788117,8.638865,10.682033,,
6/19/16,1:40,8.518563,6.869603,7.92966,8.815157,10.597717,,
6/19/16,1:50,8.762763,6.949755,8.072415,8.995102,10.483349,,
6/19/16,2:00,9.022991,7.026146,8.214314,9.176782,10.339035,,
6/19/16,2:10,9.296223,7.09779,8.353888,9.35812,10.165191,,
6/19/16,2:20,9.580957,7.163681,8.48935,9.536893,9.962571,,
6/19/16,2:30,9.873635,7.222795,8.619055,9.710756,9.732297,,
6/19/16,2:40,10.172323,7.274097,8.740692,9.877273,9.475856,,
6/19/16,2:50,10.472904,7.316539,8.852598,10.033715,9.19509,,
6/19/16,3:00,10.772955,7.34907,8.952933,10.178102,8.892149,,
6/19/16,3:10,11.067872,7.370644,9.040062,10.307729,8.569431,,
6/19/16,3:20,11.354336,7.380226,9.112048,10.420251,8.229485,,
6/19/16,3:30,11.628835,7.376806,9.167546,10.513471,7.874915,,
6/19/16,3:40,11.886444,7.359406,9.205232,10.585392,7.508262,,
6/19/16,3:50,12.12397,7.327098,9.224001,10.634251,7.131897,,
6/19/16,4:00,12.336691,7.279016,9.222632,10.658558,6.74793,,
6/19/16,4:10,12.52151,7.214372,9.199149,10.65735,6.358143,,
6/19/16,4:20,12.674285,7.132468,9.152978,10.630988,5.963958,,
6/19/16,4:30,12.792287,7.032717,9.083715,10.579001,5.566449,,
6/19/16,4:40,12.872291,6.914654,8.991557,10.501283,5.166398,,
6/19/16,4:50,12.912151,6.777953,8.876569,10.397719,4.764392,,
6/19/16,5:00,12.911825,6.62244,8.738834,10.268238,4.360959,,
6/19/16,5:10,12.880019,6.448106,8.579294,10.113641,3.956721,,
6/19/16,5:20,12.81752,6.255117,8.398333,9.933924,3.552563,,
6/19/16,5:30,12.723777,6.043825,8.196285,9.730353,3.149795,,
6/19/16,5:40,12.599056,5.81477,7.974588,9.502995,2.750281,,
6/19/16,5:50,12.443148,5.568686,7.733728,9.253458,2.35654,,
6/19/16,6:00,12.257025,5.306503,7.474099,8.98179,1.971782,,
6/19/16,6:10,12.040697,5.029341,7.19745,8.689848,1.599893,,
6/19/16,6:20,11.795697,4.738507,6.904266,8.378158,1.245345,,
6/19/16,6:30,11.522121,4.435484,6.594957,8.047141,0.913045,,
6/19/16,6:40,11.221384,4.121921,6.271557,7.698964,0.608138,,
6/19/16,6:50,10.89515,3.799617,5.934619,7.333537,0.335757,,
6/19/16,7:00,10.543454,3.470503,5.584695,6.953266,0.100761,,
6/19/16,7:10,10.168662,3.136621,5.224228,6.558116,-0.092535,,
6/19/16,7:20,9.770728,2.800105,4.854041,6.150807,-0.240607,,
6/19/16,7:30,9.352262,2.463151,4.47505,5.7322,-0.340931,,
6/19/16,7:40,8.913184,2.127996,4.090268,5.303247,-0.392131,,
6/19/16,7:50,8.455612,1.796888,3.700334,4.867289,-0.394061,,
6/19/16,8:00,7.981906,1.472062,3.308683,4.424934,-0.347811,,
6/19/16,8:10,7.492156,1.155713,2.916972,3.979987,-0.255631,,
6/19/16,8:20,6.989888,0.849965,2.527042,3.533451,-0.120792,,
6/19/16,8:30,6.475488,0.556854,2.142853,3.089558,0.052617,,
6/19/16,8:40,5.953012,0.278297,1.76652,2.649696,0.259927,,
6/19/16,8:50,5.423266,0.016076,1.400299,2.218408,0.496161,,
6/19/16,9:00,4.88997,-0.228182,1.048327,1.79809,0.75629,,
6/19/16,9:10,4.357123,-0.453025,0.712872,1.391279,1.035483,,
6/19/16,9:20,3.826259,-0.657184,0.396251,1.002587,1.329315,,
6/19/16,9:30,3.302716,-0.839583,0.102247,0.633878,1.633921,,
6/19/16,9:40,2.78845,-0.999348,-0.167148,0.289481,1.946094,,
6/19/16,9:50,2.289043,-1.135811,-0.409994,-0.028862,2.263322,,
6/19/16,10:00,1.806722,-1.248503,-0.623412,-0.317382,2.58376,,
6/19/16,10:10,1.347024,-1.337158,-0.806077,-0.574231,2.906152,,
6/19/16,10:20,0.912235,-1.401701,-0.956783,-0.797662,3.229716,,
6/19/16,10:30,0.506853,-1.44224,-1.07394,-0.985164,3.554,,
6/19/16,10:40,0.134959,-1.459057,-1.157101,-1.135996,3.878727,,
6/19/16,10:50,-0.201514,-1.452588,-1.205942,-1.248655,4.203649,,
6/19/16,11:00,-0.498593,-1.42341,-1.220261,-1.322924,4.528417,,
6/19/16,11:10,-0.754836,-1.372228,-1.199731,-1.358334,4.852479,,
6/19/16,11:20,-0.967369,-1.29985,-1.14432,-1.354651,5.175014,,
6/19/16,11:30,-1.135365,-1.207174,-1.055115,-1.309819,5.494902,,
6/19/16,11:40,-1.257353,-1.095169,-0.933196,-1.224592,5.810731,,
6/19/16,11:50,-1.332649,-0.964857,-0.779636,-1.100164,6.120829,,
6/19/16,12:00,-1.361375,-0.817295,-0.596458,-0.938034,6.423325,,
6/19/16,12:10,-1.342747,-0.653567,-0.385076,-0.739924,6.716216,,
6/19/16,12:20,-1.27575,-0.474761,-0.146817,-0.507322,6.997444,,
6/19/16,12:30,-1.161757,-0.281966,0.115723,-0.243016,7.264963,,
6/19/16,12:40,-1.00223,-0.076259,0.401546,0.051221,7.5168,,
6/19/16,12:50,-0.798994,0.141303,0.70781,0.373196,7.751101,,
6/19/16,13:00,-0.554115,0.369684,1.033047,0.721254,7.966161,,
6/19/16,13:10,-0.269848,0.607875,1.375884,1.091979,8.160437,,
6/19/16,13:20,0.051411,0.854893,1.733208,1.483604,8.332557,,
6/19/16,13:30,0.407163,1.109778,2.103558,1.893787,8.481318,,
6/19/16,13:40,0.794837,1.371593,2.485516,2.32014,8.605686,,
6/19/16,13:50,1.211807,1.639416,2.875716,2.760964,8.704803,,
6/19/16,14:00,1.655408,1.912338,3.273285,3.212328,8.777997,,
6/19/16,14:10,2.123723,2.189452,3.674702,3.672395,8.824804,,
6/19/16,14:20,2.612468,2.469849,4.078364,4.138554,8.845,,
6/19/16,14:30,3.119601,2.752612,4.482645,4.608904,8.838633,,
6/19/16,14:40,3.642277,3.036807,4.883893,5.079186,8.806061,,
6/19/16,14:50,4.177584,3.321479,5.280462,5.547413,8.74798,,
6/19/16,15:00,4.722536,3.605649,5.670704,6.010826,8.66544,,
6/19/16,15:10,5.27408,3.888306,6.051096,6.467426,8.559842,,
6/19/16,15:20,5.829089,4.168411,6.420151,6.913042,8.432911,,
6/19/16,15:30,6.384386,4.444897,6.776434,7.345851,8.286645,,
6/19/16,15:40,6.936759,4.716667,7.116914,7.763419,8.123241,,
6/19/16,15:50,7.483883,4.982604,7.441048,8.163498,7.944996,,
6/19/16,16:00,8.020776,5.241573,7.746323,8.544666,7.754203,,
6/19/16,16:10,8.545234,5.492434,8.032079,8.903907,7.553041,,
6/19/16,16:20,9.054276,5.734051,8.297782,9.240373,7.343474,,
6/19/16,16:30,9.545088,5.965302,8.54185,9.552875,7.127172,,
6/19/16,16:40,10.01508,6.185095,8.764286,9.840979,6.90546,,
6/19/16,16:50,10.461922,6.392384,8.965186,10.103165,6.679309,,
6/19/16,17:00,10.883585,6.58618,9.143886,10.339631,6.449373,,
6/19/16,17:10,11.278369,6.765572,9.301162,10.550346,6.216057,,
6/19/16,17:20,11.644924,6.929737,9.436837,10.73551,5.979643,,
6/19/16,17:30,11.982251,7.077962,9.551648,10.895757,5.740428,,
6/19/16,17:40,12.290184,7.20965,9.646278,11.031101,5.498893,,
6/19/16,17:50,12.567392,7.324342,9.721003,11.142465,5.255863,,
6/19/16,18:00,12.814392,7.42172,9.776601,11.230549,5.012658,,
6/19/16,18:10,13.031431,7.501621,9.813706,11.296161,4.771211,,
6/19/16,18:20,13.218977,7.564044,9.832757,11.339791,4.534132,,
6/19/16,18:30,13.377664,7.60915,9.83453,11.362231,4.304725,,
6/19/16,18:40,13.508243,7.637268,9.821257,11.364294,4.086929,,
6/19/16,18:50,13.61153,7.648891,9.793742,11.348371,3.885204,,
6/19/16,19:00,13.688363,7.644674,9.752237,11.315273,3.704351,,
6/19/16,19:10,13.739564,7.625425,9.697214,11.265512,3.549283,,
6/19/16,19:20,13.765931,7.592094,9.628833,11.199434,3.424775,,
6/19/16,19:30,13.767657,7.545765,9.547714,11.117448,3.335185,,
6/19/16,19:40,13.741602,7.487637,9.454044,11.019827,3.284197,,
6/19/16,19:50,13.687545,7.419008,9.348692,10.907438,3.274591,,
6/19/16,20:00,13.606301,7.341259,9.231978,10.780769,3.308057,,
6/19/16,20:10,13.498237,7.255832,9.105113,10.640596,3.385083,,
6/19/16,20:20,13.364147,7.164211,8.968878,10.487586,3.504906,,
6/19/16,20:30,13.204785,7.067898,8.824159,10.323382,3.66555,,
6/19/16,20:40,13.021374,6.968396,8.672746,10.149042,3.863933,,
6/19/16,20:50,12.814362,6.867188,8.515594,9.966067,4.096043,,
6/19/16,21:00,12.585345,6.765713,8.354837,9.775815,4.357165,,
6/19/16,21:10,12.33634,6.665355,8.191662,9.580802,4.642136,,
6/19/16,21:20,12.068374,6.567418,8.028437,9.382714,4.945618,,
6/19/16,21:30,11.784054,6.473119,7.866759,9.183673,5.262358,,
6/19/16,21:40,11.4859,6.383571,7.708252,8.985541,5.587421,,
6/19/16,21:50,11.177274,6.299772,7.555316,8.79123,5.916382,,
6/19/16,22:00,10.860235,6.222601,7.409239,8.602614,6.245453,,
6/19/16,22:10,10.538651,6.15281,7.272203,8.421847,6.571557,,
6/19/16,22:20,10.216057,6.09102,7.1453,8.250688,6.892337,,
6/19/16,22:30,9.896641,6.037726,7.03033,8.091617,7.206104,,
6/19/16,22:40,9.583005,5.99329,6.928081,7.94603,7.511746,,
6/19/16,22:50,9.279348,5.957956,6.839849,7.8154,7.808593,,
6/19/16,23:00,8.989683,5.931845,6.766175,7.700775,8.096272,,
6/19/16,23:10,8.716359,5.914968,6.707462,7.603511,8.374553,,
6/19/16,23:20,8.462946,5.907236,6.664174,7.524092,8.643212,,
6/19/16,23:30,8.232181,5.908462,6.636214,7.462944,8.901908,,
6/19/16,23:40,8.02674,5.918378,6.623529,7.420181,9.150103,,
6/19/16,23:50,7.847853,5.936641,6.625827,7.395878,9.387008,,
6/20/16,0:00,7.697378,5.962843,6.6429,7.389685,9.611569,,
6/20/16,0:10,7.576351,5.996523,6.6742,7.402397,9.822487,,
6/20/16,0:20,7.485493,6.037169,6.71889,7.434096,10.01826,,
6/20/16,0:30,7.424665,6.084232,6.776202,7.483765,10.197246,,
6/20/16,0:40,7.393828,6.137128,6.845396,7.550405,10.357733,,
6/20/16,0:50,7.392813,6.195245,6.925345,7.632898,10.49801,,
6/20/16,1:00,7.423736,6.257944,7.015387,7.730233,10.616426,,
6/20/16,1:10,7.485784,6.324566,7.114286,7.840881,10.711445,,
6/20/16,1:20,7.577584,6.394425,7.221227,7.963746,10.781673,,
6/20/16,1:30,7.697302,6.466815,7.335423,8.097564,10.825887,,
6/20/16,1:40,7.843056,6.541006,7.455488,8.241284,10.843036,,
6/20/16,1:50,8.01258,6.616238,7.580759,8.393113,10.832244,,
6/20/16,2:00,8.204405,6.691725,7.709712,8.551893,10.792805,,
6/20/16,2:10,8.416209,6.766647,7.841367,8.71617,10.724187,,
6/20/16,2:20,8.645502,6.840147,7.974678,8.884398,10.626033,,
6/20/16,2:30,8.890887,6.911334,8.10785,9.0552,10.498181,,
6/20/16,2:40,9.149788,6.979273,8.239866,9.22625,10.340689,,
6/20/16,2:50,9.419445,7.042991,8.368751,9.395921,10.153865,,
6/20/16,3:00,9.69831,7.101474,8.493101,9.562188,9.938307,,
6/20/16,3:10,9.983362,7.153668,8.611415,9.723166,9.694932,,
6/20/16,3:20,10.27136,7.198489,8.72157,9.876101,9.425004,,
6/20/16,3:30,10.56028,7.234819,8.822171,10.018957,9.13014,,
6/20/16,3:40,10.846477,7.261525,8.911147,10.149407,8.812298,,
6/20/16,3:50,11.126122,7.277459,8.986982,10.265309,8.47374,,
6/20/16,4:00,11.39657,7.281476,9.048156,10.36403,8.116966,,
6/20/16,4:10,11.653643,7.272444,9.092978,10.443621,7.744635,,
6/20/16,4:20,11.893526,7.249262,9.12025,10.50209,7.359459,,
6/20/16,4:30,12.11202,7.210878,9.128713,10.537646,6.964095,,
6/20/16,4:40,12.306011,7.156302,9.116403,10.548735,6.561039,,
6/20/16,4:50,12.471395,7.084629,9.081614,10.534897,6.152535,,
6/20/16,5:00,12.604431,6.995059,9.023891,10.49583,5.740503,,
6/20/16,5:10,12.70227,6.886913,8.9427,10.431026,5.326515,,
6/20/16,5:20,12.761705,6.759652,8.838203,10.340057,4.911795,,
6/20/16,5:30,12.7802,6.612898,8.710387,10.222568,4.497278,,
6/20/16,5:40,12.76359,6.446448,8.559279,10.079062,4.083704,,
6/20/16,5:50,12.716874,6.260285,8.38586,9.909371,3.671744,,
6/20/16,6:00,12.639122,6.054597,8.190516,9.714583,3.262155,,
6/20/16,6:10,12.530143,5.82978,7.973608,9.494712,2.855946,,
6/20/16,6:20,12.389412,5.586446,7.736704,9.251319,2.454529,,
6/20/16,6:30,12.217539,5.325426,7.480372,8.984971,2.059856,,
6/20/16,6:40,12.014338,5.047769,7.205104,8.696163,1.674511,,
6/20/16,6:50,11.781122,4.754738,6.91284,8.386949,1.301746,,
6/20/16,7:00,11.517928,4.447799,6.604185,8.057398,0.945465,,
6/20/16,7:10,11.226117,4.12861,6.27967,7.709791,0.61013,,
6/20/16,7:20,10.907374,3.79901,5.941521,7.344151,0.300619,,
6/20/16,7:30,10.561843,3.460991,5.590393,6.96297,0.022012,,
6/20/16,7:40,10.191986,3.116685,5.22693,6.566947,-0.220645,,
6/20/16,7:50,9.797911,2.768333,4.853712,6.156755,-0.422611,,
6/20/16,8:00,9.382353,2.418264,4.471609,5.735273,-0.57972,,
6/20/16,8:10,8.945364,2.068859,4.081573,5.302673,-0.688631,,
6/20/16,8:20,8.489934,1.72253,3.686684,4.862177,-0.747031,,
6/20/16,8:30,8.016111,1.381683,3.288234,4.414208,-0.753796,,
6/20/16,8:40,7.526338,1.048694,2.887673,3.962392,-0.709064,,
6/20/16,8:50,7.023288,0.725871,2.488659,3.508276,-0.614245,,
6/20/16,9:00,6.507221,0.415437,2.092344,3.053588,-0.471944,,
6/20/16,9:10,5.982018,0.119493,1.702714,2.602582,-0.28582,,
6/20/16,9:20,5.448253,-0.160001,1.321887,2.156617,-0.060377,,
6/20/16,9:30,4.910303,-0.421245,0.952144,1.720262,0.199277,,
6/20/16,9:40,4.369172,-0.662626,0.597687,1.295217,0.487706,,
6/20/16,9:50,3.82884,-0.882722,0.260851,0.886191,0.799415,,
6/20/16,10:00,3.293523,-1.080324,-0.055948,0.495746,1.129104,,
6/20/16,10:10,2.764941,-1.254435,-0.348808,0.126546,1.471885,,
6/20/16,10:20,2.248591,-1.404281,-0.615597,-0.216956,1.823448,,
6/20/16,10:30,1.746592,-1.529303,-0.854219,-0.532872,2.180168,,
6/20/16,10:40,1.264588,-1.629162,-1.061649,-0.817278,2.539147,,
6/20/16,10:50,0.804936,-1.703725,-1.236399,-1.068548,2.898197,,
6/20/16,11:00,0.373122,-1.753057,-1.3771,-1.283552,3.255768,,
6/20/16,11:10,-0.028486,-1.777412,-1.482067,-1.460829,3.610837,,
