geneID,numDML
LOC105317430,1
LOC105317678,1
LOC105325608,1
LOC105327826,1
LOC105328838,1
LOC105330521,1
LOC105330522,1
LOC105332451,23
LOC105333609,1
LOC105335901,1
LOC105335972,1
LOC105336258,1
LOC105336301,1
LOC105337361,1
LOC105339358,1
LOC105340404,1
LOC105342013,1
LOC105345208,1
LOC105348343,1
LOC105348685,1
LOC117681101,1
LOC117683957,1
LOC117685936,1
LOC117687305,1
LOC117687382,1
LOC117691013,1
LOC117691079,1
LOC117691250,1
LOC117693054,1
